Player,Salary,Year
Meyers Leonard,"$23,500,000",2015
Michael Carter-Williams,"$23,180,790",2015
Doug McDermott,"$22,458,401",2015
Nick Collison,"$21,896,658",2015
Jeremy Lamb,"$21,436,271",2015
Steven Adams,"$20,644,400",2015
Norris Cole,"$20,644,400",2015
Cory Joseph,"$20,068,563",2015
Jimmy Butler,"$19,997,513",2015
Eric Maynor,"$19,754,465",2015
Nate Robinson,"$19,317,326",2015
Aron Baynes,"$18,862,876",2015
Steve Blake,"$17,632,688",2015
Danny Granger,"$16,800,000",2015
Jordan Farmar,"$16,500,000",2015
Vitor Faverani,"$15,829,688",2015
Ramon Sessions,"$15,800,000",2015
Beno Udrih,"$15,719,063",2015
CJ Watson,"$15,719,062",2015
Kelly Olynyk,"$15,719,000",2015
Zach LaVine,"$15,200,000",2015
DeJuan Blair,"$15,012,000",2015
Elton Brand,"$15,000,000",2015
Kent Bazemore,"$14,945,778",2015
John Henson,"$14,898,938",2015
Shabazz Muhammad,"$14,898,938",2015
TJ Warren,"$14,898,938",2015
Moe Harkless,"$14,898,938",2015
Samuel Dalembert,"$14,746,000",2015
Giannis Antetokounmpo,"$14,700,000",2015
Adreian Payne,"$14,693,906",2015
Ishmael Smith,"$14,596,888",2015
Jeff Ayres,"$14,399,332",2015
Anthony Randolph,"$13,701,250",2015
Jeremy Evans,"$13,701,250",2015
Joffrey Lauvergne,"$13,500,000",2015
Reggie Evans,"$13,000,000",2015
Lucas Nogueira,"$13,000,000",2015
Jusuf Nurkic,"$12,972,973",2015
Zoran Dragic,"$12,950,000",2015
Gigi Datome,"$12,909,090",2015
Tyler Zeller,"$12,700,000",2015
Dennis Schroeder,"$12,500,000",2015
James Young,"$12,289,544",2015
Pablo Prigioni,"$12,250,000",2015
Ryan Kelly,"$12,100,000",2015
Terrence Jones,"$12,000,000",2015
Shane Larkin,"$12,000,000",2015
Ronny Turiaf,"$12,000,000",2015
Miroslav Raduljica,"$12,000,000",2015
Tyler Ennis,"$12,000,000",2015
Andrew Nicholson,"$11,595,506",2015
Sergey Karasev,"$11,440,123",2015
Gary Harris,"$11,390,500",2015
Evan Fournier,"$11,265,416",2015
Donatas Motiejunas,"$11,250,000",2015
Tony Snell,"$11,000,000",2015
Bruno Caboclo,"$11,000,000",2015
Rasual Butler,"$10,854,850",2015
Matt Bonner,"$10,629,213",2015
Willie Green,"$10,434,782",2015
Hidayet Turkoglu,"$10,361,446",2015
Leandro Barbosa,"$10,105,855",2015
Richard Jefferson,"$9,800,000",2015
Shawn Marion,"$9,798,000",2015
James Jones,"$9,714,461",2015
Nazr Mohammed,"$9,701,000",2015
Jannero Pargo,"$9,588,889",2015
Jared Sullinger,"$9,500,000",2015
Gorgui Dieng,"$9,500,000",2015
Mitch McGary,"$9,460,664",2015
Victor Claver,"$9,332,000",2015
Mason Plumlee,"$9,250,000",2015
Jordan Adams,"$9,200,000",2015
Sebastian Telfair,"$9,160,870",2015
Ronnie Price,"$9,000,000",2015
Francisco Garcia,"$9,000,000",2015
Charlie Villanueva,"$8,760,000",2015
Jason Maxiell,"$8,720,000",2015
John Jenkins,"$8,697,500",2015
Ryan Hollins,"$8,600,000",2015
Solomon Hill,"$8,579,088",2015
Louis Amundson,"$8,500,000",2015
Rodney Hood,"$8,491,500",2015
Alan Anderson,"$8,354,416",2015
Austin Daye,"$8,128,490",2015
Bernard James,"$8,000,000",2015
Tim Hardaway Jr,"$8,000,000",2015
Pero Antic,"$8,000,000",2015
Shabazz Napier,"$8,000,000",2015
Jordan Hamilton,"$8,000,000",2015
Rodney Stuckey,"$8,000,000",2015
Aaron Gray,"$7,974,482",2015
Shavlik Randolph,"$7,900,000",2015
Jeff Adrien,"$7,827,985",2015
Tony Wroten,"$7,707,865",2015
Reggie Bullock,"$7,609,800",2015
Clint Capela,"$7,562,500",2015
Miles Plumlee,"$7,500,000",2015
Andre Roberson,"$7,459,924",2015
PJ Hairston,"$7,317,500",2015
Shawne Williams,"$7,245,640",2015
Brandon Rush,"$7,238,606",2015
Cartier Martin,"$7,191,011",2015
Arnett Moultrie,"$7,128,000",2015
Christapher Johnson,"$7,097,191",2015
Perry Jones,"$7,000,000",2015
Rudy Gobert,"$7,000,000",2015
Marquis Teague,"$7,000,000",2015
Festus Ezeli,"$7,000,000",2015
Archie Goodwin,"$6,950,000",2015
CJ Wilcox,"$6,792,500",2015
Nemanja Nedovic,"$6,792,500",2015
Damjan Rudez,"$6,754,913",2015
Kyle Anderson,"$6,750,000",2015
Kyle Singler,"$6,679,866",2015
Xavier Henry,"$6,601,125",2015
Omri Casspi,"$6,400,000",2015
Alonzo Gee,"$6,300,000",2015
Wayne Ellington,"$6,253,521",2015
Toure Murry,"$6,037,500",2015
Robert Covington,"$6,008,106",2015
John Salmons,"$6,000,000",2015
Garrett Temple,"$6,000,000",2015
Greg Stiemsma,"$5,982,375",2015
Cole Aldrich,"$5,958,750",2015
Luke Babbitt,"$5,831,326",2015
Alexis Ajinca,"$5,822,078",2015
Ed Davis,"$5,700,000",2015
Wesley Johnson,"$5,607,240",2015
Ekpe Udoh,"$5,563,920",2015
Al-Farouq Aminu,"$5,510,640",2015
Jon Leuer,"$5,479,933",2015
Jorge Gutierrez,"$5,450,000",2015
Ricky Ledo,"$5,450,000",2015
Jimmer Fredette,"$5,450,000",2015
Lavoy Allen,"$5,450,000",2015
Donald Sloan,"$5,421,233",2015
Joey Dorsey,"$5,381,750",2015
Greg Smith,"$5,381,750",2015
E'Twaun Moore,"$5,340,229",2015
Lance Thomas,"$5,305,000",2015
Kendall Marshall,"$5,305,000",2015
Henry Sims,"$5,305,000",2015
Kyle O'Quinn,"$5,305,000",2015
Quincy Acy,"$5,305,000",2015
Darius Miller,"$5,300,000",2015
Khris Middleton,"$5,200,000",2015
Robert Sacre,"$5,070,686",2015
Patrick Beverley,"$5,016,960",2015
Draymond Green,"$5,000,000",2015
Will Barton,"$5,000,000",2015
Aaron Brooks,"$5,000,000",2015
Jeffery Taylor,"$5,000,000",2015
Chris Douglas-Roberts,"$4,994,420",2015
Jae Crowder,"$4,978,200",2015
Nate Wolters,"$4,930,560",2015
Gal Mekel,"$4,800,000",2015
Jerami Grant,"$4,797,664",2015
Devyn Marble,"$4,797,664",2015
Joe Harris,"$4,750,000",2015
Robbie Hummel,"$4,702,500",2015
Jamaal Franklin,"$4,650,000",2015
Allen Crabbe,"$4,625,000",2015
Dante Cunningham,"$4,505,280",2015
Damien Inglis,"$4,500,000",2015
Kenyon Martin,"$4,500,000",2015
Grant Jerrett,"$4,500,000",2015
Carrick Felix,"$4,500,000",2015
Ray McCallum,"$4,470,480",2015
Tony Mitchell,"$4,427,640",2015
Isaiah Canaan,"$4,382,576",2015
Hollis Thompson,"$4,360,000",2015
Dewayne Dedmon,"$4,250,000",2015
Jeff Withey,"$4,250,000",2015
Justin Hamilton,"$4,205,000",2015
Nick Calathes,"$4,086,453",2015
Justin Holiday,"$4,062,000",2015
Ognjen Kuzmic,"$4,030,560",2015
Matthew Dellavedova,"$4,025,000",2015
Troy Daniels,"$4,000,000",2015
Jerome Jordan,"$4,000,000",2015
Phil Pressey,"$4,000,000",2015
Mike Muscala,"$3,992,040",2015
Ian Clark,"$3,911,981",2015
Darius Morris,"$3,898,691",2015
Hassan Whiteside,"$3,878,896",2015
Dahntay Jones,"$3,800,000",2015
Malcolm Thomas,"$3,750,000",2015
Spencer Dinwiddie,"$3,678,360",2015
Johnny O'Bryant,"$3,678,360",2015
Joe Ingles,"$3,657,500",2015
Eric Moreland,"$3,649,920",2015
JaKarr Sampson,"$3,615,000",2015
Travis Wear,"$3,553,917",2015
Cleanthony Early,"$3,500,000",2015
Patric Young,"$3,500,000",2015
Glenn Robinson III,"$3,457,149",2015
James Ennis,"$3,452,183",2015
Russ Smith,"$3,445,947",2015
Jarnell Stokes,"$3,396,250",2015
Tarik Black,"$3,368,100",2015
Jordan Clarkson,"$3,340,920",2015
Shayne Whittington,"$3,333,333",2015
Nick Johnson,"$3,326,235",2015
KJ McDaniels,"$3,326,235",2015
Erick Green,"$3,315,120",2015
Dwight Powell,"$3,283,320",2015
Cameron Bairstow,"$3,278,000",2015
Cory Jefferson,"$3,278,000",2015
Markel Brown,"$3,278,000",2015
AJ Price,"$3,250,000",2015
John Lucas,"$3,250,000",2015
Reggie Williams,"$3,201,369",2015
Glen Rice Jr,"$3,200,000",2015
Quincy Miller,"$3,198,723",2015
Lorenzo Brown,"$3,153,860",2015
Earl Barron,"$3,146,068",2015
Michael Beasley,"$3,145,000",2015
Henry Walker,"$3,130,000",2015
Elijah Millsap,"$3,105,301",2015
Langston Galloway,"$3,100,000",2015
Tyler Johnson,"$3,075,880",2015
Andre Dawkins,"$3,053,368",2015
Toney Douglas,"$3,049,920",2015
James Michael McAdoo,"$3,026,280",2015
Metta World Peace,"$3,000,000",2015
JaMychal Green,"$3,000,000",2015
Shannon Brown,"$3,000,000",2015
Alex Kirk,"$3,000,000",2015
Kalin Lucas,"$3,000,000",2015
Elliot Williams,"$3,000,000",2015
Bryce Cotton,"$2,997,360",2015
Jack Cooley,"$2,915,908",2015
Brandon Davies,"$2,902,757",2015
Earl Clark,"$2,873,750",2015
Lester Hudson,"$2,810,305",2015
Tim Frazier,"$2,793,960",2015
Will Cherry,"$2,772,480",2015
Jabari Brown,"$2,761,113",2015
Jarvis Varnado,"$2,750,000",2015
Drew Gordon,"$2,745,840",2015
David Stockton,"$2,732,000",2015
Jerel McNeal,"$2,732,000",2015
Larry Drew II,"$2,730,000",2015
Seth Curry,"$2,568,360",2015
Arinze Onuaku,"$2,548,560",2015
Dwight Buycks,"$2,524,200",2015
Vander Blue,"$2,511,432",2015
Chris Babb,"$2,500,000",2015
Malcolm Lee,"$2,500,000",2015
Sim Bhullar,"$2,439,840",2015
David Wear,"$2,433,333",2015
Sean Kilpatrick,"$2,421,000",2015
Jarell Eddie,"$2,397,840",2015
