Player,Salary,Year
Noah Vonleh,"$25,000,000",2016
Tyler Zeller,"$22,970,500",2016
Frank Kaminsky,"$22,875,000",2016
CJ McCollum,"$22,359,364",2016
Elfrid Payton,"$22,309,344",2016
James Johnson,"$22,192,730",2016
Leandro Barbosa,"$21,971,850",2016
Joel Anthony,"$21,468,695",2016
Terrence Jones,"$20,093,064",2016
Justise Winslow,"$20,000,000",2016
Shelvin Mack,"$19,689,000",2016
Michael Carter-Williams,"$19,689,000",2016
Andrew Nicholson,"$19,689,000",2016
Doug McDermott,"$19,689,000",2016
Tony Wroten,"$19,689,000",2016
Jordan Farmar,"$18,862,876",2016
Evan Fournier,"$18,671,659",2016
Steven Adams,"$17,120,776",2016
Myles Turner,"$16,900,000",2016
Jared Sullinger,"$16,744,218",2016
Aaron Brooks,"$16,407,500",2016
Trey Lyles,"$16,407,500",2016
Ramon Sessions,"$16,407,500",2016
Kelly Olynyk,"$16,407,500",2016
Zach LaVine,"$16,407,500",2016
Kendall Marshall,"$16,407,500",2016
Gary Neal,"$16,000,000",2016
Jeremy Lin,"$15,719,062",2016
Miles Plumlee,"$15,514,031",2016
Joe Ingles,"$15,514,031",2016
Steve Blake,"$15,501,000",2016
Danny Granger,"$15,409,570",2016
Maurice Williams,"$15,361,500",2016
Beno Udrih,"$14,783,000",2016
Shabazz Muhammad,"$14,728,844",2016
Devin Booker,"$14,728,844",2016
TJ Warren,"$14,700,000",2016
Perry Jones,"$14,260,870",2016
Cameron Payne,"$14,260,000",2016
Festus Ezeli,"$14,000,000",2016
DeJuan Blair,"$13,913,044",2016
Kent Bazemore,"$13,600,000",2016
Giannis Antetokounmpo,"$13,500,000",2016
Adreian Payne,"$13,500,000",2016
Kelly Oubre,"$13,500,000",2016
Lucas Nogueira,"$13,437,500",2016
Jusuf Nurkic,"$13,400,000",2016
Terry Rozier,"$13,270,964",2016
Dennis Schroeder,"$13,000,000",2016
Zoran Dragic,"$13,000,000",2016
James Young,"$12,700,000",2016
Rashad Vaughn,"$12,650,000",2016
Ryan Kelly,"$12,444,552",2016
Joffrey Lauvergne,"$12,403,101",2016
Louis Amundson,"$12,250,000",2016
Tyler Ennis,"$12,100,000",2016
Sam Dekker,"$12,000,000",2016
Lance Thomas,"$12,000,000",2016
Sergey Karasev,"$12,000,000",2016
Gary Harris,"$12,000,000",2016
Jerian Grant,"$12,000,000",2016
Tony Snell,"$12,000,000",2016
Bruno Caboclo,"$11,860,750",2016
Delon Wright,"$11,710,456",2016
Wayne Ellington,"$11,370,786",2016
Shane Larkin,"$11,250,000",2016
David West,"$11,235,955",2016
Matt Bonner,"$11,235,955",2016
Rasual Butler,"$11,217,391",2016
Caron Butler,"$11,000,000",2016
Ronnie Price,"$10,853,761",2016
Kendrick Perkins,"$10,734,586",2016
Tayshaun Prince,"$10,449,438",2016
Amare Stoudemire,"$10,300,000",2016
Metta World Peace,"$10,158,574",2016
Jason Terry,"$10,151,612",2016
Samuel Dalembert,"$10,105,855",2016
Charlie Villanueva,"$10,000,000",2016
Richard Jefferson,"$10,000,000",2016
James Jones,"$9,680,000",2016
Andre Miller,"$9,500,000",2016
Gorgui Dieng,"$9,500,000",2016
Mitch McGary,"$9,213,484",2016
Justin Anderson,"$9,213,483",2016
Marcus Thornton,"$9,200,000",2016
Pablo Prigioni,"$9,000,000",2016
Mason Plumlee,"$8,988,765",2016
Jordan Adams,"$8,500,000",2016
Gerald Green,"$8,500,000",2016
Andrea Bargnani,"$8,500,000",2016
Solomon Hill,"$8,500,000",2016
Sasha Vujacic,"$8,344,497",2016
Aaron Gray,"$8,333,333",2016
Rodney Hood,"$8,229,375",2016
Matthew Dellavedova,"$8,200,000",2016
Bobby Portis,"$8,193,029",2016
Rondae Hollis-Jefferson,"$8,042,895",2016
Alonzo Gee,"$8,000,000",2016
Tim Hardaway Jr,"$8,000,000",2016
Nikola Jokic,"$8,000,000",2016
Shabazz Napier,"$8,000,000",2016
Tyus Jones,"$8,000,000",2016
Sasha Kaun,"$7,900,000",2016
Luc Mbah a Moute,"$7,730,337",2016
Brandon Rush,"$7,700,000",2016
Cartier Martin,"$7,500,000",2016
Reggie Bullock,"$7,448,760",2016
Clint Capela,"$7,402,812",2016
Jarell Martin,"$7,402,474",2016
Andre Roberson,"$7,085,000",2016
PJ Hairston,"$7,070,730",2016
Boban Marjanovic,"$7,000,000",2016
Jeremy Evans,"$7,000,000",2016
Tyler Hansbrough,"$7,000,000",2016
Rudy Gobert,"$7,000,000",2016
Jordan Mickey,"$6,980,802",2016
Archie Goodwin,"$6,912,869",2016
CJ Wilcox,"$6,830,916",2016
Larry Nance Jr,"$6,796,117",2016
Chris Copeland,"$6,752,729",2016
Damjan Rudez,"$6,750,000",2016
RJ Hunter,"$6,600,000",2016
Kyle Anderson,"$6,500,000",2016
Josh Huestis,"$6,486,486",2016
Chris McCullough,"$6,331,403",2016
Kevon Looney,"$6,300,000",2016
JaKarr Sampson,"$6,270,000",2016
Garrett Temple,"$6,268,675",2016
Ishmael Smith,"$6,060,606",2016
Luke Babbitt,"$6,000,000",2016
Wesley Johnson,"$5,758,680",2016
Cole Aldrich,"$5,746,479",2016
Glenn Robinson III,"$5,713,500",2016
Ray McCallum,"$5,703,600",2016
Richaun Holmes,"$5,694,673",2016
Jared Cunningham,"$5,675,000",2016
Jon Leuer,"$5,675,000",2016
James Anderson,"$5,583,413",2016
Joey Dorsey,"$5,543,725",2016
E'Twaun Moore,"$5,543,725",2016
Donald Sloan,"$5,543,725",2016
Phil Pressey,"$5,543,725",2016
Joseph Young,"$5,500,000",2016
Rakeem Christmas,"$5,500,000",2016
Robert Covington,"$5,464,000",2016
Montrezl Harrell,"$5,258,082",2016
Walter Tavares,"$5,250,000",2016
Tim Frazier,"$5,219,169",2016
Robert Sacre,"$5,200,000",2016
John Jenkins,"$5,192,520",2016
Christapher Johnson,"$5,152,440",2016
Quincy Acy,"$5,138,430",2016
Hassan Whiteside,"$5,103,120",2016
Thomas Robinson,"$5,013,559",2016
Jeff Withey,"$5,000,000",2016
Seth Curry,"$5,000,000",2016
Allen Crabbe,"$5,000,000",2016
Hollis Thompson,"$5,000,000",2016
Isaiah Canaan,"$5,000,000",2016
Dewayne Dedmon,"$5,000,000",2016
Ian Clark,"$5,000,000",2016
Gal Mekel,"$5,000,000",2016
Justin Holiday,"$4,950,000",2016
Troy Daniels,"$4,837,500",2016
Mike Muscala,"$4,775,000",2016
James Ennis,"$4,662,960",2016
Elton Brand,"$4,660,482",2016
Damien Inglis,"$4,626,960",2016
Eric Moreland,"$4,597,276",2016
Jerami Grant,"$4,582,680",2016
Joe Harris,"$4,540,000",2016
Devyn Marble,"$4,539,607",2016
Langston Galloway,"$4,500,000",2016
Cleanthony Early,"$4,440,000",2016
Jarnell Stokes,"$4,400,000",2016
