Player,Salary,Year
Kenyon Martin,"$25,244,493",2012
Reggie Williams,"$21,300,000",2012
DeShawn Stevenson,"$21,247,044",2012
Brandon Jennings,"$21,164,619",2012
Ryan Hollins,"$21,136,631",2012
JaVale McGee,"$19,269,307",2012
Quentin Richardson,"$19,092,873",2012
Paul George,"$18,714,150",2012
Louis Amundson,"$18,518,574",2012
JR Smith,"$18,217,705",2012
Terrence Williams,"$18,091,770",2012
Kemba Walker,"$18,038,573",2012
JJ Hickson,"$17,500,000",2012
Cole Aldrich,"$17,059,727",2012
Gerald Henderson,"$16,359,805",2012
Anthony Parker,"$16,359,805",2012
Ben Wallace,"$16,032,144",2012
Keyon Dooling,"$16,022,500",2012
Ryan Anderson,"$16,022,500",2012
Jimmer Fredette,"$15,691,000",2012
Courtney Lee,"$15,506,632",2012
Kosta Koufos,"$15,333,334",2012
Rudy Fernandez,"$15,252,181",2012
Xavier Henry,"$15,200,000",2012
Nicolas Batum,"$15,076,715",2012
Josh Howard,"$15,032,144",2012
Tyler Hansbrough,"$14,900,000",2012
Klay Thompson,"$14,200,000",2012
Goran Dragic,"$14,030,000",2012
George Hill,"$14,000,000",2012
Ed Davis,"$13,531,750",2012
Anthony Tolliver,"$13,500,000",2012
Darrell Arthur,"$13,107,837",2012
Alec Burks,"$13,000,000",2012
Donte Greene,"$12,981,038",2012
DJ White,"$12,922,194",2012
Earl Watson,"$12,541,812",2012
Dante Cunningham,"$12,500,000",2012
Patrick Patterson,"$12,400,000",2012
Austin Daye,"$12,372,000",2012
Markieff Morris,"$12,325,000",2012
Matt Barnes,"$12,015,904",2012
Larry Sanders,"$12,000,000",2012
Omer Asik,"$12,000,000",2012
James Johnson,"$12,000,000",2012
Marcus Morris,"$11,689,062",2012
Luke Babbitt,"$11,610,000",2012
Jrue Holiday,"$11,600,000",2012
Kawhi Leonard,"$11,519,840",2012
Kevin Seraphin,"$11,227,250",2012
Renaldo Balkman,"$11,158,000",2012
Ty Lawson,"$11,015,850",2012
Nikola Vucevic,"$11,000,000",2012
Eric Bledsoe,"$10,890,000",2012
Jeff Teague,"$10,262,069",2012
Gustavo Ayon,"$10,121,000",2012
Iman Shumpert,"$10,079,404",2012
Avery Bradley,"$10,045,455",2012
Eric Maynor,"$10,000,000",2012
Gary Forbes,"$10,000,000",2012
Greg Oden,"$9,780,992",2012
Sebastian Telfair,"$9,500,000",2012
James Jones,"$9,319,000",2012
Jeff Ayres,"$9,282,000",2012
Chris Singleton,"$9,256,500",2012
James Anderson,"$9,250,000",2012
Darren Collison,"$9,000,000",2012
Tobias Harris,"$9,000,000",2012
Craig Brackins,"$8,900,000",2012
Anthony Carter,"$8,591,793",2012
Jamaal Magloire,"$8,500,000",2012
Kurt Thomas,"$8,500,000",2012
Tony Battie,"$8,500,000",2012
Mike Bibby,"$8,500,000",2012
Eddie House,"$8,103,435",2012
Juwan Howard,"$8,100,000",2012
Troy Murphy,"$8,022,449",2012
Brian Cardinal,"$8,000,000",2012
Brian Scalabrine,"$8,000,000",2012
Vladimir Radmanovic,"$7,807,728",2012
Tracy McGrady,"$7,800,000",2012
Jason Collins,"$7,700,000",2012
Jerry Stackhouse,"$7,624,500",2012
Elliot Williams,"$7,600,000",2012
Omri Casspi,"$7,595,600",2012
Michael Redd,"$7,562,500",2012
Nolan Smith,"$7,560,000",2012
Hamed Haddadi,"$7,540,000",2012
Trevor Booker,"$7,500,000",2012
Serge Ibaka,"$7,478,261",2012
BJ Mullens,"$7,305,765",2012
Kenneth Faried,"$7,123,626",2012
Damion James,"$7,000,000",2012
Rodrigue Beaubois,"$7,000,000",2012
Jamaal Tinsley,"$7,000,000",2012
Rasual Butler,"$6,993,708",2012
Jared Jeffries,"$6,925,400",2012
Eddy Curry,"$6,925,400",2012
Reggie Evans,"$6,790,640",2012
Maurice Evans,"$6,790,640",2012
Jason Kapono,"$6,790,640",2012
Brian Cook,"$6,750,000",2012
Aleksandar Pavlovic,"$6,750,000",2012
Marquis Daniels,"$6,650,000",2012
Willie Green,"$6,611,571",2012
Jannero Pargo,"$6,523,166",2012
Royal Ivey,"$6,500,000",2012
Taj Gibson,"$6,442,083",2012
Dominique Jones,"$6,300,000",2012
Earl Clark,"$6,292,135",2012
Reggie Jackson,"$6,262,347",2012
Wayne Ellington,"$6,226,200",2012
Quincy Pondexter,"$6,226,200",2012
Roger Mason,"$6,226,200",2012
TJ Ford,"$6,135,160",2012
Damien Wilkins,"$6,000,000",2012
Delonte West,"$5,800,000",2012
Toney Douglas,"$5,750,000",2012
Joel Przybilla,"$5,731,080",2012
Jordan Crawford,"$5,680,000",2012
Greivis Vasquez,"$5,632,637",2012
MarShon Brooks,"$5,600,000",2012
Daniel Orton,"$5,530,080",2012
Lazar Hayward,"$5,500,000",2012
Christian Eyenga,"$5,483,307",2012
Jordan Hamilton,"$5,400,000",2012
Ronnie Price,"$5,395,000",2012
JaJuan Johnson,"$5,256,000",2012
Norris Cole,"$5,250,000",2012
Cory Joseph,"$5,176,000",2012
Jimmy Butler,"$5,144,280",2012
Jon Brockman,"$5,127,720",2012
Jeremy Pargo,"$5,082,416",2012
Craig Smith,"$5,000,000",2012
Von Wafer,"$5,000,000",2012
Steve Novak,"$5,000,000",2012
Shelden Williams,"$5,000,000",2012
DeJuan Blair,"$5,000,000",2012
Sam Young,"$4,947,840",2012
Dominic McGuire,"$4,776,500",2012
Brandan Wright,"$4,752,000",2012
Ian Mahinmi,"$4,750,000",2012
John Lucas,"$4,710,000",2012
Henry Walker,"$4,609,701",2012
Sean Williams,"$4,605,000",2012
Danny Green,"$4,604,760",2012
Jodie Meeks,"$4,602,720",2012
AJ Price,"$4,503,600",2012
Chase Budinger,"$4,500,000",2012
Alonzo Gee,"$4,443,360",2012
Derrick Brown,"$4,403,834",2012
Sundiata Gaines,"$4,360,000",2012
Erick Dampier,"$4,300,000",2012
Chandler Parsons,"$4,257,973",2012
Keith Bogans,"$4,250,000",2012
DeMarre Carroll,"$4,250,000",2012
Solomon Alabi,"$4,250,000",2012
Yi Jianlian,"$4,234,000",2012
Lance Stephenson,"$4,190,182",2012
Andy Rautins,"$4,151,640",2012
Tyler Honeycutt,"$4,133,280",2012
Jeremy Evans,"$4,099,920",2012
Gary Neal,"$4,051,024",2012
Hassan Whiteside,"$4,006,080",2012
Armon Johnson,"$4,000,000",2012
Chris Johnson,"$4,000,000",2012
Jeremy Lin,"$4,000,000",2012
Landry Fields,"$4,000,000",2012
Dexter Pittman,"$4,000,000",2012
Devin Ebanks,"$4,000,000",2012
Luke Harangody,"$3,900,000",2012
Samardo Samuels,"$3,831,184",2012
Semih Erden,"$3,823,000",2012
Greg Stiemsma,"$3,780,000",2012
Jeremy Tyler,"$3,750,000",2012
Ishmael Smith,"$3,750,000",2012
Bobby Simmons,"$3,726,600",2012
Josh Selby,"$3,700,000",2012
Gerald Green,"$3,695,857",2012
Malcolm Lee,"$3,680,000",2012
Ryan Reid,"$3,672,000",2012
Shelvin Mack,"$3,627,720",2012
Isaiah Thomas,"$3,600,000",2012
Lavoy Allen,"$3,500,000",2012
DeAndre Liggins,"$3,500,000",2012
Justin Harper,"$3,500,000",2012
Jerome Jordan,"$3,500,000",2012
Josh Harrellson,"$3,480,120",2012
Jon Leuer,"$3,414,720",2012
Terrel Harris,"$3,400,000",2012
Andrew Goudelock,"$3,400,000",2012
Darius Morris,"$3,377,604",2012
Trey Thompkins,"$3,343,896",2012
Travis Leslie,"$3,341,558",2012
Chris Wright,"$3,315,000",2012
Charles Jenkins,"$3,300,000",2012
Vernon Macklin,"$3,294,960",2012
Julyan Stone,"$3,272,997",2012
Cory Higgins,"$3,250,000",2012
Jordan Williams,"$3,250,000",2012
E'Twaun Moore,"$3,240,000",2012
Ivan Johnson,"$3,236,470",2012
Solomon Jones,"$3,150,000",2012
Larry Hughes,"$3,117,120",2012
Walker Russell,"$3,076,983",2012
Lance Thomas,"$3,065,040",2012
Josh Davis,"$3,059,000",2012
Francisco Elson,"$3,042,280",2012
DaJuan Summers,"$3,007,920",2012
Greg Smith,"$3,001,284",2012
Mike James,"$3,000,000",2012
Hamady N'Diaye,"$3,000,000",2012
Derrick Caracter,"$3,000,000",2012
Jeff Adrien,"$3,000,000",2012
Mickell Gladness,"$3,000,000",2012
Darington Hobson,"$2,956,658",2012
Jeff Foote,"$2,911,231",2012
Donald Sloan,"$2,862,602",2012
Earl Barron,"$2,855,760",2012
Carldell Johnson,"$2,798,040",2012
Mychel Thompson,"$2,755,560",2012
Manny Harris,"$2,750,000",2012
Malcolm Thomas,"$2,721,255",2012
Dennis Horner,"$2,700,000",2012
Larry Owens,"$2,640,000",2012
Brian Skinner,"$2,625,000",2012
Ike Diogu,"$2,588,590",2012
Ben Uzoh,"$2,563,320",2012
Andre Emmett,"$2,541,000",2012
Garret Siler,"$2,532,960",2012
