Player,Salary,Year
Randy Foye,"$23,750,000",2008
Robert Swift,"$21,696,750",2008
Sebastian Telfair,"$20,000,000",2008
Juan Dixon,"$19,728,000",2008
Corey Brewer,"$19,728,000",2008
Beno Udrih,"$19,602,173",2008
Kris Humphries,"$19,490,625",2008
Chris Mihm,"$19,014,188",2008
Bostjan Nachbar,"$19,014,187",2008
Channing Frye,"$19,012,500",2008
Didier Ilunga-Mbenga,"$19,012,500",2008
Al Jefferson,"$17,500,000",2008
Jose Calderon,"$16,440,000",2008
Andray Blatche,"$16,440,000",2008
Keith Bogans,"$16,360,094",2008
Mark Madsen,"$16,360,094",2008
Rudy Gay,"$16,360,094",2008
Othella Harrington,"$16,000,000",2008
Devean George,"$15,500,000",2008
Kirk Snyder,"$15,344,000",2008
Jarron Collins,"$14,880,000",2008
Jackie Butler,"$14,520,000",2008
Brandan Wright,"$13,762,775",2008
Jason Hart,"$13,762,775",2008
Ike Diogu,"$13,735,000",2008
Bonzi Wells,"$13,735,000",2008
Smush Parker,"$13,500,000",2008
Lindsey Hunter,"$13,488,377",2008
Josh Smith,"$13,333,333",2008
Patrick O'Bryant,"$13,320,000",2008
Andrew Bynum,"$13,250,000",2008
DeSagana Diop,"$13,248,596",2008
Joakim Noah,"$13,041,250",2008
JR Smith,"$13,041,250",2008
Saer Sene,"$13,041,250",2008
Dorell Wright,"$12,775,000",2008
Spencer Hawes,"$12,540,000",2008
JJ Redick,"$12,455,000",2008
Jameer Nelson,"$12,440,787",2008
Vassilis Spanoulis,"$12,200,000",2008
Walter Herrmann,"$12,000,084",2008
Viktor Khryapa,"$11,950,400",2008
Acie Law,"$11,666,666",2008
Hilton Armstrong,"$11,664,000",2008
Aaron Williams,"$11,375,000",2008
Ronald Murray,"$11,260,483",2008
Delonte West,"$11,250,000",2008
Nenad Krstic,"$11,250,000",2008
Carlos Delfino,"$11,111,110",2008
Tony Allen,"$10,723,900",2008
Sean May,"$10,650,000",2008
Thaddeus Young,"$10,590,500",2008
Maceo Baston,"$10,500,000",2008
Grant Hill,"$10,500,000",2008
Jannero Pargo,"$10,250,000",2008
Eddie Jones,"$10,250,000",2008
Kevin Martin,"$10,157,090",2008
Thabo Sefolosha,"$10,142,156",2008
Kosta Perovic,"$10,000,000",2008
Rashad McCants,"$10,000,000",2008
Sasha Vujacic,"$9,500,000",2008
Chuck Hayes,"$9,366,666",2008
Maurice Evans,"$9,280,000",2008
Julian Wright,"$9,206,349",2008
David Harrison,"$9,079,811",2008
Ronnie Brewer,"$9,075,000",2008
Antoine Wright,"$9,000,000",2008
Al Thornton,"$9,000,000",2008
Cedric Simmons,"$8,947,543",2008
