Player,Salary,Year
TJ Ford,"$27,696,430",2005
Marko Jaric,"$19,485,719",2005
Rafael Araujo,"$17,531,250",2005
Amare Stoudemire,"$17,531,250",2005
Mike Sweetney,"$16,000,000",2005
Marcus Haislip,"$14,796,000",2005
Nick Collison,"$14,796,000",2005
Malik Allen,"$14,625,000",2005
Caron Butler,"$14,625,000",2005
Andre Iguodala,"$14,625,000",2005
Jason Collins,"$14,625,000",2005
Jarvis Hayes,"$14,625,000",2005
Jared Jeffries,"$14,625,000",2005
Luke Jackson,"$14,625,000",2005
Jon Barry,"$14,625,000",2005
Rodney White,"$14,609,375",2005
Mickael Pietrus,"$14,487,000",2005
Jerome Moiso,"$14,487,000",2005
Melvin Ely,"$14,487,000",2005
Brendan Haywood,"$14,487,000",2005
Andris Biedrins,"$14,260,641",2005
Steven Hunter,"$14,175,000",2005
Jarron Collins,"$13,455,000",2005
Charlie Ward,"$13,233,434",2005
Cezary Trybanski,"$12,925,000",2005
Jake Voskuhl,"$12,900,000",2005
Jumaine Jones,"$12,584,688",2005
Andrei Kirilenko,"$12,584,688",2005
Gerald Wallace,"$12,584,688",2005
Erick Strickland,"$12,584,688",2005
Robert Swift,"$12,500,000",2005
Marcus Banks,"$12,330,000",2005
Anthony Peeler,"$12,330,000",2005
Darius Songaila,"$12,330,000",2005
Ibo Kutluay,"$12,071,250",2005
Chris Andersen,"$12,056,000",2005
Fred Hoiberg,"$11,933,252",2005
Maurice Williams,"$10,967,500",2005
Wesley Person,"$10,937,500",2005
Tyronn Lue,"$10,548,596",2005
Calbert Cheaney,"$10,500,000",2005
Lindsey Hunter,"$10,068,750",2005
Scott Williams,"$9,720,000",2005
Robert Traylor,"$9,714,538",2005
Ron Mercer,"$9,566,667",2005
Samuel Dalembert,"$9,454,546",2005
Fred Jones,"$9,389,600",2005
Sebastian Telfair,"$9,300,000",2005
Jamaal Tinsley,"$9,000,000",2005
Primoz Brezec,"$8,833,333",2005
Jay Williams,"$8,750,000",2005
Tony Parker,"$8,533,333",2005
Luke Ridnour,"$8,500,000",2005
Zach Randolph,"$8,450,000",2005
