Player,Salary,Year
Johnny Newman,"$33,140,000",1998
Lee Mayberry,"$20,500,000",1998
Todd Fuller,"$14,285,714",1998
Danny Fortson,"$12,857,143",1998
Cherokee Parks,"$12,397,440",1998
Haywoode Workman,"$11,254,800",1998
Randy Brown,"$11,250,000",1998
Howard Eisley,"$11,156,000",1998
Monty Williams,"$10,514,688",1998
Duane Ferrell,"$9,615,187",1998
Dickey Simpkins,"$9,031,850",1998
Aaron McKie,"$9,000,000",1998
Vitaly Potapenko,"$8,600,000",1998
Tariq Abdul-Wahad,"$8,460,714",1998
Duane Causwell,"$8,002,800",1998
Chris Whitney,"$8,000,000",1998
Shandon Anderson,"$7,770,000",1998
B.J. Tyler,"$7,580,000",1998
Keith Closs,"$7,000,000",1998
Andrew DeClercq,"$6,833,333",1998
Corliss Williamson,"$6,000,000",1998
Eric Mobley,"$6,000,000",1998
Kobe Bryant,"$5,940,000",1998
Austin Croshere,"$5,850,000",1998
Malik Sealy,"$5,700,000",1998
Robert Parish,"$5,510,000",1998
Eric Williams,"$5,500,000",1998
Chris Dudley,"$5,500,000",1998
Lorenzo Williams,"$5,400,000",1998
Derek Anderson,"$5,333,333",1998
Tim Legler,"$5,273,333",1998
Brent Barry,"$5,223,333",1998
Charlie Ward,"$5,118,578",1998
Steve Nash,"$5,112,500",1998
Maurice Taylor,"$5,095,088",1998
Alan Henderson,"$5,050,000",1998
Clifford Rozier,"$5,010,000",1998
Tony Delk,"$5,000,000",1998
Clifford Robinson,"$5,000,000",1998
Terry Cummings,"$4,833,333",1998
Bo Outlaw,"$4,800,000",1998
Terry Mills,"$4,702,000",1998
Rick Fox,"$4,671,875",1998
Don Reid,"$4,600,000",1998
Henry James,"$4,576,343",1998
Kelvin Cato,"$4,560,000",1998
Bob Sura,"$4,560,000",1998
Tom Hammonds,"$4,550,000",1998
Jermaine O'Neal,"$4,500,000",1998
Zan Tabak,"$4,500,000",1998
Brevin Knight,"$4,433,334",1998
Theo Ratliff,"$4,400,000",1998
John Wallace,"$4,297,250",1998
Mario Bennett,"$4,225,200",1998
Johnny Taylor,"$4,210,000",1998
Chris Carr,"$4,195,000",1998
Terry Dehere,"$4,110,000",1998
Walter McCarty,"$4,090,920",1998
Jason Caffey,"$4,064,373",1998
Zydrunas Ilgauskas,"$4,050,000",1998
Scot Pollard,"$4,030,000",1998
Michael Finley,"$4,002,000",1998
Dontae' Jones,"$4,000,000",1998
Paul Grant,"$4,000,000",1998
George Zidek,"$4,000,000",1998
Herb Williams,"$3,990,000",1998
Roy Rogers,"$3,844,800",1998
Randolph Childress,"$3,750,000",1998
Anthony Parker,"$3,750,000",1998
Travis Best,"$3,750,000",1998
Keith Askins,"$3,716,500",1998
Tony Massenburg,"$3,660,000",1998
Steve Kerr,"$3,656,400",1998
Ed Gray,"$3,650,000",1998
Loren Meyer,"$3,610,000",1998
Chris Anstey,"$3,600,000",1998
Eric Snow,"$3,600,000",1998
Derek Fisher,"$3,600,000",1998
Pete Chilcutt,"$3,580,000",1998
Bobby Jackson,"$3,552,000",1998
David Vaughn,"$3,500,000",1998
Danny Schayes,"$3,500,000",1998
Martin Muursepp,"$3,500,000",1998
Sherell Ford,"$3,500,000",1998
Jerome Williams,"$3,471,500",1998
Mark West,"$3,450,000",1998
J.R. Reid,"$3,400,000",1998
Greg Ostertag,"$3,370,000",1998
John Thomas,"$3,350,000",1998
Priest Lauderdale,"$3,333,333",1998
Eddie Johnson,"$3,332,000",1998
David Benoit,"$3,300,000",1998
Brian Evans,"$3,240,000",1998
Jacque Vaughn,"$3,200,000",1998
Gary Grant,"$3,184,900",1998
Dontonio Wingfield,"$3,165,160",1998
Keith Booth,"$3,128,640",1998
David Wingate,"$3,124,100",1998
Cory Alexander,"$3,120,000",1998
Rodrick Rhodes,"$3,080,000",1998
Donny Marshall,"$3,000,000",1998
Hubert Davis,"$3,000,000",1998
Greg Foster,"$3,000,000",1998
Lawrence Funderburke,"$3,000,000",1998
Jerome Kersey,"$3,000,000",1998
Aaron Williams,"$3,000,000",1998
Michael Curry,"$2,967,840",1998
Marcus Brown,"$2,941,500",1998
Randy Woods,"$2,920,000",1998
Shawnelle Scott,"$2,900,000",1998
Jud Buechler,"$2,900,000",1998
Rick Mahorn,"$2,876,640",1998
Joe Wolf,"$2,857,144",1998
Sam Mack,"$2,850,000",1998
Craig Ehlo,"$2,850,000",1998
Darrick Martin,"$2,820,710",1998
Bruce Bowen,"$2,820,000",1998
John Crotty,"$2,800,000",1998
Tyus Edney,"$2,800,000",1998
Shane Heal,"$2,799,240",1998
Isaac Austin,"$2,780,400",1998
Fred Hoiberg,"$2,775,000",1998
Reggie Slater,"$2,775,000",1998
Darrell Armstrong,"$2,700,000",1998
Steve Scheffler,"$2,655,360",1998
Anthony Goldwire,"$2,640,000",1998
Ben Wallace,"$2,640,000",1998
Rex Chapman,"$2,610,335",1998
Mark Davis,"$2,605,000",1998
Doug Overton,"$2,600,000",1998
Gerald Wilkins,"$2,583,360",1998
Derek Strong,"$2,535,000",1998
Randy Livingston,"$2,513,760",1998
Othella Harrington,"$2,500,000",1998
Matt Maloney,"$2,500,000",1998
Matt Bullard,"$2,500,000",1998
Emanual Davis,"$2,470,000",1998
Tyrone Corbin,"$2,430,000",1998
Eldridge Recasner,"$2,384,640",1998
Chris Robinson,"$2,364,597",1998
Charles O'Bannon,"$2,329,080",1998
Kevin Salvadori,"$2,300,000",1998
Jerald Honeycutt,"$2,300,000",1998
Adrian Caldwell,"$2,298,777",1998
John Long,"$2,281,128",1998
Ed Stokes,"$2,266,320",1998
Jon Barry,"$2,250,000",1998
Jimmy Oliver,"$2,250,000",1998
Terry Davis,"$2,178,099",1998
Darvin Ham,"$2,160,000",1998
Reggie Geary,"$2,149,920",1998
Malik Rose,"$2,120,000",1998
Jaren Jackson Jr,"$2,115,000",1998
Vincent Askew,"$2,109,120",1998
Sean Higgins,"$2,090,000",1998
Alton Lister,"$2,055,421",1998
Tom Chambers,"$2,052,360",1998
Horacio Llamas Grey,"$2,050,000",1998
George McCloud,"$2,040,000",1998
Tim Kempton,"$2,012,767",1998
Stephen Howard,"$2,012,500",1998
Greg Anthony,"$2,000,000",1998
Ron Grandison,"$2,000,000",1998
Pete Myers,"$2,000,000",1998
Reggie Jordan,"$2,000,000",1998
Tim Breaux,"$1,987,500",1998
Jamie Feick,"$1,946,880",1998
Todd Day,"$1,920,000",1998
Mark Strickland,"$1,920,000",1998
Eric Murdock,"$1,920,000",1998
Ivano Newbill,"$1,915,680",1998
Etdrick Bohannon,"$1,900,000",1998
Joe Stephens,"$1,900,000",1998
Carl Thomas,"$1,887,500",1998
Rumeal Robinson,"$1,886,538",1998
Kevin Ollie,"$1,864,080",1998
Mitchell Butler,"$1,852,500",1998
Joe Kleine,"$1,852,000",1998
Tony Farmer,"$1,820,000",1998
Corey Beck,"$1,800,000",1998
Steve Henson,"$1,800,000",1998
Jack Haley,"$1,800,000",1998
Greg Anderson,"$1,800,000",1998
Donald Whiteside,"$1,800,000",1998
Chucky Brown,"$1,768,320",1998
Anthony Miller,"$1,750,000",1998
DeJuan Wheat,"$1,748,760",1998
Bubba Wells,"$1,701,720",1998
Cedric Henderson,"$1,700,000",1998
God Shammgod,"$1,614,240",1998
Jason Lawson,"$1,602,120",1998
Troy Hudson,"$1,600,000",1998
Chris Garner,"$1,600,000",1998
Derek Grimm,"$1,587,500",1998
Michael Stewart,"$1,560,000",1998
Anthony Johnson,"$1,559,040",1998
Alvin Williams,"$1,552,500",1998
Marko Milic,"$1,540,000",1998
Kebu Stewart,"$1,520,000",1998
James Cotton,"$1,500,000",1998
Jeff Nordgaard,"$1,495,000",1998
Malcolm Huckaby,"$1,478,880",1998
Shea Seals,"$1,472,640",1998
James Collins,"$1,470,000",1998
Mark Pope,"$1,469,440",1998
Serge Zwikker,"$1,440,000",1998
Eric Washington,"$1,440,000",1998
Adrian Custis,"$1,433,040",1998
Travis Williams,"$1,431,000",1998
Chris Crawford,"$1,430,000",1998
Matt Fish,"$1,430,000",1998
Stacey King,"$1,430,000",1998
William Cunningham,"$1,430,000",1998
Ruben Nembhard,"$1,430,000",1998
Ron Riley,"$1,420,250",1998
Scott Brooks,"$1,402,000",1998
Jerome Allen,"$1,400,000",1998
Patrick Savoy,"$1,398,960",1998
Ben Davis,"$1,359,360",1998
Amal McCaskill,"$1,333,800",1998
