Player,Salary,Year
Jayson Williams,"$14,660,000",1995
Pervis Ellison,"$7,300,000",1995
Joe Dumars,"$7,250,000",1995
Scott Haskin,"$6,472,600",1995
Vin Baker,"$5,000,000",1995
Nate McMillan,"$4,800,000",1995
Robert Pack,"$4,486,700",1995
Will Perdue,"$4,305,000",1995
Tony Smith,"$4,212,000",1995
Dale Ellis,"$4,161,000",1995
Donald Hodge,"$4,126,600",1995
David Benoit,"$4,050,000",1995
Danny Manning,"$4,042,000",1995
Donald Royal,"$4,030,000",1995
Shawn Kemp,"$4,000,000",1995
Herb Williams,"$3,850,000",1995
Mike Gminski,"$3,840,000",1995
Eric Murdock,"$3,800,000",1995
Bill Wennington,"$3,774,600",1995
Terrell Brandon,"$3,710,000",1995
Jalen Rose,"$3,703,000",1995
Eric Piatkowski,"$3,608,000",1995
Allan Houston,"$3,510,000",1995
Hubert Davis,"$3,500,000",1995
Dana Barros,"$3,496,000",1995
Yinka Dare,"$3,463,200",1995
Greg Graham,"$3,378,800",1995
Bimbo Coles,"$3,360,000",1995
Anthony Bowie,"$3,333,300",1995
Latrell Sprewell,"$3,300,000",1995
Wayman Tisdale,"$3,297,000",1995
Sam Mitchell,"$3,260,000",1995
Luther Wright,"$3,250,000",1995
James Robinson,"$3,240,000",1995
Joe Kleine,"$3,210,500",1995
Anthony Bonner,"$3,200,000",1995
Sam Cassell,"$3,200,000",1995
Chris Mills,"$3,200,000",1995
Corie Blount,"$3,169,900",1995
Scott Burrell,"$3,100,000",1995
Rex Walters,"$3,090,000",1995
Acie Earl,"$3,000,000",1995
Doug Edwards,"$3,000,000",1995
Stojko Vrankovic,"$3,000,000",1995
Lee Mayberry,"$2,990,000",1995
Brian Grant,"$2,975,000",1995
Anthony Avent,"$2,900,000",1995
Rich King,"$2,867,000",1995
Jon Barry,"$2,857,000",1995
Randy Woods,"$2,844,000",1995
Rick Mahorn,"$2,820,000",1995
Eric Montross,"$2,820,000",1995
PJ Brown,"$2,800,000",1995
Popeye Jones,"$2,770,800",1995
Moses Malone,"$2,750,000",1995
Don MacLean,"$2,750,000",1995
Tree Rollins,"$2,750,000",1995
Larry Krystkowiak,"$2,747,500",1995
Ervin Johnson,"$2,732,000",1995
B.J. Tyler,"$2,731,000",1995
Carlos Rogers,"$2,731,000",1995
Bill Curley,"$2,700,000",1995
Larry Stewart,"$2,652,000",1995
Randy Brown,"$2,650,000",1995
Byron Houston,"$2,640,000",1995
Elmore Spencer,"$2,633,300",1995
Antonio Davis,"$2,633,000",1995
Tom Hammonds,"$2,612,500",1995
Tony Dumas,"$2,600,000",1995
Brian Shaw,"$2,600,000",1995
Danny Schayes,"$2,600,000",1995
Antoine Carr,"$2,600,000",1995
Avery Johnson,"$2,600,000",1995
Alaa Abdelnaby,"$2,600,000",1995
Aaron McKie,"$2,583,300",1995
Wesley Person,"$2,578,400",1995
Brooks Thompson,"$2,500,000",1995
Monty Williams,"$2,500,000",1995
Charles Shackleford,"$2,500,000",1995
Kevin Gamble,"$2,500,000",1995
Duane Ferrell,"$2,500,000",1995
Clifford Rozier,"$2,478,000",1995
Cliff Levingston,"$2,406,600",1995
Tony Campbell,"$2,400,000",1995
Dickey Simpkins,"$2,400,000",1995
Eric Mobley,"$2,400,000",1995
Steve Kerr,"$2,382,700",1995
Gerald Madkins,"$2,367,000",1995
Sean Rooks,"$2,300,000",1995
Kevin Brooks,"$2,233,000",1995
David Wingate,"$2,225,000",1995
Charlie Ward,"$2,215,000",1995
Doug Overton,"$2,200,000",1995
Scott Brooks,"$2,200,000",1995
Pete Myers,"$2,181,400",1995
Greg Anderson,"$2,175,000",1995
Trevor Wilson,"$2,145,000",1995
Zan Tabak,"$2,125,000",1995
Sean Higgins,"$2,125,000",1995
Derek Strong,"$2,121,400",1995
Lucious Harris,"$2,120,700",1995
Tony Massenburg,"$2,120,000",1995
Keith Askins,"$2,100,000",1995
Mitchell Butler,"$2,100,000",1995
Haywoode Workman,"$2,100,000",1995
John Paxson,"$2,100,000",1995
Chris Smith,"$2,100,000",1995
Keith Jennings,"$2,093,000",1995
Eric Leckner,"$2,080,000",1995
Brent Price,"$2,080,000",1995
James Edwards,"$2,075,000",1995
Antonio Lang,"$2,071,600",1995
Brad Lohaus,"$2,060,000",1995
Antonio Harvey,"$2,040,000",1995
Tom Tolbert,"$2,020,000",1995
Morlon Wiley,"$2,015,000",1995
Eric Riley,"$2,004,500",1995
Johnny Newman,"$2,000,000",1995
Steve Scheffler,"$2,000,000",1995
Marlon Maxey,"$2,000,000",1995
Bryon Russell,"$1,963,000",1995
Lloyd Daniels,"$1,950,000",1995
John Crotty,"$1,935,900",1995
Elliot Perry,"$1,930,000",1995
Geert Hammink,"$1,925,000",1995
Harold Ellis,"$1,920,000",1995
Bob Martin,"$1,900,000",1995
Bo Outlaw,"$1,900,000",1995
Chris Jent,"$1,900,000",1995
Rafael Addison,"$1,900,000",1995
Darnell Mee,"$1,897,000",1995
Greg Minor,"$1,881,250",1995
David Wesley,"$1,833,000",1995
Jim Les,"$1,830,000",1995
Trevor Ruffin,"$1,767,000",1995
Tim McCormick,"$1,760,000",1995
Tony Bennett,"$1,750,000",1995
Jim McIlvaine,"$1,750,000",1995
Todd Lichti,"$1,750,000",1995
Manute Bol,"$1,700,000",1995
Lorenzo Williams,"$1,685,700",1995
Greg Foster,"$1,667,500",1995
Chris Whitney,"$1,662,500",1995
Marty Conlon,"$1,635,000",1995
Henry Turner,"$1,625,000",1995
Andres Guibert,"$1,600,000",1995
Walter Bond,"$1,596,000",1995
Sergei Bazarevich,"$1,590,000",1995
Kenny Walker,"$1,578,000",1995
Brian Oliver,"$1,567,500",1995
Anthony Tucker,"$1,560,000",1995
Jamie Watson,"$1,560,000",1995
Julius Nwosu,"$1,560,000",1995
Jack Haley,"$1,560,000",1995
Doug Lee,"$1,550,000",1995
Michael Smith,"$1,545,000",1995
Negele Knight,"$1,540,600",1995
Derrick Alston Sr,"$1,540,000",1995
Rodney Dent,"$1,514,750",1995
Greg Grant,"$1,502,000",1995
Dontonio Wingfield,"$1,500,000",1995
Ron Grandison,"$1,500,000",1995
Melvin Robinson,"$1,500,000",1995
Askia Jones,"$1,499,000",1995
Howard Eisley,"$1,485,300",1995
Danny Young,"$1,485,000",1995
Alton Lister,"$1,475,000",1995
Aaron Williams,"$1,471,000",1995
Ledell Eackles,"$1,471,000",1995
Anthony Miller,"$1,460,000",1995
Matt Fish,"$1,459,000",1995
Damon Bailey,"$1,458,000",1995
Tim Breaux,"$1,450,000",1995
Adrian Caldwell,"$1,435,000",1995
Dwayne Morton,"$1,430,000",1995
David Wood,"$1,402,000",1995
Ivano Newbill,"$1,402,000",1995
Reggie Slater,"$1,400,000",1995
Steve Colter,"$1,377,500",1995
Gary Alexander,"$1,375,000",1995
Greg Dreiling,"$1,365,000",1995
Jud Buechler,"$1,362,500",1995
Darrin Hancock,"$1,350,000",1995
Joe Wolf,"$1,350,000",1995
Sleepy Floyd,"$1,340,000",1995
Chris Childs,"$1,340,000",1995
Tony Harris,"$1,330,000",1995
Matt Wenstrom,"$1,330,000",1995
Fred Vinson,"$1,309,000",1995
Winston Garland,"$1,300,000",1995
Corey Crowder,"$1,300,000",1995
Jaren Jackson Jr,"$1,300,000",1995
Greg Sutton,"$1,275,000",1995
Pete Chilcutt,"$1,260,000",1995
Pat Durham,"$1,250,000",1995
Dave Jamerson,"$1,244,000",1995
Aaron Swinson,"$1,240,000",1995
Mike Iuzzolino,"$1,202,000",1995
Richard Petruska,"$1,200,000",1995
Jo Jo English,"$1,197,000",1995
Ryan Lorthridge,"$1,195,000",1995
Larry Robinson,"$1,173,000",1995
Keith Tower,"$1,160,000",1995
Rod Higgins,"$1,150,000",1995
Joe Courtney,"$1,137,500",1995
Kevin Rankin,"$1,125,000",1995
Todd Mundt,"$1,120,000",1995
