Player,Salary,Year
Trey Murphy,"$48,070,014",2023
Simone Fontecchio,"$47,345,760",2023
Andre Drummond,"$47,080,179",2023
Derrick Jones,"$44,474,988",2023
Dalen Terry,"$44,119,845",2023
Sterling Brown,"$43,279,250",2023
Josh Green,"$42,492,492",2023
Jake LaRavia,"$42,492,492",2023
Tre Mann,"$42,492,492",2023
Kevin Knox,"$42,492,492",2023
Saddiq Bey,"$40,600,080",2023
Malaki Branham,"$38,917,057",2023
Joe Wieskamp,"$38,172,414",2023
Kai Jones,"$37,984,276",2023
Taj Gibson,"$37,980,720",2023
Bismack Biyombo,"$37,653,300",2023
Austin Rivers,"$37,633,050",2023
Wesley Matthews,"$37,281,261",2023
Udonis Haslem,"$37,096,500",2023
Serge Ibaka,"$37,096,500",2023
Andre Iguodala,"$37,096,500",2023
Markieff Morris,"$35,448,672",2023
Robin Lopez,"$35,448,672",2023
Blake Griffin,"$35,096,500",2023
RJ Hampton,"$34,319,520",2023
Andrew Nicholson,"$33,833,400",2023
Precious Achiuwa,"$33,833,400",2023
Christian Braun,"$33,833,400",2023
Jordan Nwora,"$33,616,770",2023
Jalen Johnson,"$33,616,770",2023
Tyrese Maxey,"$33,333,333",2023
Bruno Fernando,"$33,047,803",2023
Walker Kessler,"$33,000,000",2023
Keon Johnson,"$31,650,600",2023
Charles Bassey,"$31,650,600",2023
Dennis Schroeder,"$31,377,750",2023
Matthew Dellavedova,"$30,913,750",2023
TJ Warren,"$30,913,750",2023
Trey Lyles,"$30,913,750",2023
Zeke Nnaji,"$30,913,750",2023
David Roddy,"$30,556,968",2023
Isaiah Jackson,"$30,351,780",2023
MarJon Beauchamp,"$30,351,780",2023
Usman Garuba,"$30,351,780",2023
Montrezl Harrell,"$30,075,000",2023
Frank Kaminsky,"$29,776,785",2023
Raul Neto,"$28,946,605",2023
Willy Hernangomez,"$28,400,000",2023
Theo Maledon,"$28,333,334",2023
Blake Wesley,"$27,733,332",2023
Josh Christopher,"$27,300,000",2023
Isaiah Roby,"$26,500,000",2023
Lindy Waters III,"$25,806,468",2023
Immanuel Quickley,"$23,760,000",2023
Wendell Moore,"$23,500,000",2023
John Konchar,"$22,680,000",2023
Damian Jones,"$22,600,000",2023
Juan Hernangomez,"$22,321,429",2023
Bryn Forbes,"$22,000,000",2023
Rodney McGruder,"$21,486,316",2023
Quentin Grimes,"$21,250,000",2023
Saben Lee,"$21,177,750",2023
Andrew Nembhard,"$21,100,000",2023
Nikola Jovic,"$20,955,000",2023
Payton Pritchard,"$20,690,909",2023
Vlatko Cancar,"$20,100,000",2023
Patrick Baldwin,"$20,000,000",2023
TyTy Washington,"$19,700,319",2023
Bones Hyland,"$19,602,273",2023
Bol Bol,"$19,568,360",2023
Peyton Watson,"$19,550,000",2023
Marquese Chriss,"$19,534,884",2023
Udoka Azubuike,"$19,500,000",2023
Jaden McDaniels,"$19,479,000",2023
Jordan McLaughlin,"$18,796,296",2023
Malachi Flynn,"$18,642,857",2023
Cam Thomas,"$18,352,273",2023
Juan Toscano-Anderson,"$18,206,896",2023
Damion Lee,"$18,000,000",2023
Dennis Smith,"$18,000,000",2023
Luke Kornet,"$17,926,829",2023
Desmond Bane,"$17,400,000",2023
Jaden Springer,"$17,357,143",2023
Day'Ron Sharpe,"$17,280,000",2023
Santiago Aldama,"$17,207,142",2023
Frank Ntilikina,"$17,142,857",2023
Tony Bradley,"$17,071,120",2023
Caleb Houstan,"$17,045,454",2023
Jeremiah Robinson-Earl,"$16,902,000",2023
Jaylin Williams,"$16,758,621",2023
Kenrich Williams,"$16,700,000",2023
Garrison Mathews,"$16,500,000",2023
Shake Milton,"$16,475,454",2023
Drew Eubanks,"$16,372,093",2023
Josh Okogie,"$16,000,000",2023
Troy Brown,"$15,625,000",2023
Thomas Bryant,"$15,558,035",2023
Theo Pinson,"$15,277,778",2023
Edmond Sumner,"$15,059,712",2023
Yuta Watanabe,"$15,000,000",2023
Aaron Holiday,"$14,700,000",2023
Daniel Gafford,"$14,520,730",2023
Jalen McDaniels,"$14,508,929",2023
Naz Reid,"$14,317,459",2023
Jaylen Nowell,"$14,150,000",2023
Terance Mann,"$14,004,703",2023
Dean Wade,"$13,906,976",2023
Chimezie Metu,"$13,801,614",2023
KZ Okpala,"$13,750,000",2023
Davon Reed,"$13,745,455",2023
Killian Tillie,"$13,534,817",2023
Vernon Carey,"$13,340,000",2023
Keita Bates-Diop,"$13,000,000",2023
Moritz Wagner,"$13,000,000",2023
Thanasis Antetokounmpo,"$12,960,000",2023
Wenyen Gabriel,"$12,939,848",2023
Oshae Brissett,"$12,804,878",2023
Anthony Gill,"$12,690,000",2023
Ryan Arcidiacono,"$12,600,000",2023
Isaiah Joe,"$12,500,000",2023
Justin Jackson,"$12,307,692",2023
Nathan Knight,"$12,196,094",2023
Max Strus,"$12,119,440",2023
Gabe Vincent,"$11,710,528",2023
Javonte Green,"$11,550,000",2023
Herb Jones,"$11,500,000",2023
Tre Jones,"$11,457,217",2023
Paul Reed,"$11,400,000",2023
Naji Marshall,"$11,215,260",2023
Xavier Tillman,"$11,080,125",2023
KJ Martin,"$11,055,120",2023
Tyrell Terry,"$10,900,634",2023
Lamar Stevens,"$10,843,350",2023
Nick Richards,"$10,733,758",2023
Omer Yurtseven,"$10,733,400",2023
Haywood Highsmith,"$10,714,287",2023
Leandro Bolmaro,"$10,552,800",2023
Terry Taylor,"$10,490,000",2023
Jared Butler,"$10,350,803",2023
Jericho Sims,"$10,300,000",2023
Kessler Edwards,"$10,260,000",2023
Sam Hauser,"$10,183,800",2023
Isaiah Todd,"$10,123,457",2023
Dalano Banton,"$10,012,800",2023
Trendon Watford,"$10,012,800",2023
Greg Brown,"$9,891,240",2023
Jock Landale,"$9,835,881",2023
Aaron Wiggins,"$9,672,727",2023
Miles McBride,"$9,603,360",2023
Jose Alvarado,"$9,500,000",2023
Austin Reaves,"$9,472,219",2023
BJ Boston,"$9,441,840",2023
Jason Preston,"$9,398,148",2023
Daishen Nix,"$9,391,069",2023
Isaiah Livers,"$9,350,000",2023
Ayo Dosunmu,"$9,240,000",2023
Marko Simonovic,"$9,200,000",2023
JT Thor,"$9,125,000",2023
Vit Krejci,"$9,080,417",2023
Kenneth Lofton,"$9,030,000",2023
Christian Koloko,"$9,000,000",2023
Bryce McGowens,"$8,925,000",2023
Eric Bledsoe,"$8,920,794",2023
Jordan Goodwin,"$8,882,640",2023
Kennedy Chandler,"$8,854,879",2023
Noah Vonleh,"$8,780,488",2023
Sandro Mamukelashvili,"$8,750,000",2023
Sam Merrill,"$8,694,369",2023
Zhaire Smith,"$8,623,920",2023
Jabari Walker,"$8,496,653",2023
