Player,Salary,Year
Al-Farouq Aminu,"$24,806,250",2011
DJ Augustin,"$19,573,711",2011
Maurice Evans,"$18,800,000",2011
David Andersen,"$18,700,000",2011
Dahntay Jones,"$18,300,000",2011
Marquis Daniels,"$17,823,000",2011
DeMar DeRozan,"$17,823,000",2011
Brook Lopez,"$17,730,694",2011
Rasual Butler,"$17,686,100",2011
Marco Belinelli,"$17,666,666",2011
Gordon Hayward,"$17,300,000",2011
Ryan Hollins,"$17,278,618",2011
Brandon Jennings,"$17,149,243",2011
Ersan Ilyasova,"$16,647,180",2011
Craig Smith,"$16,545,454",2011
Jerryd Bayless,"$16,486,611",2011
Quentin Richardson,"$16,324,500",2011
Paul George,"$15,959,099",2011
Louis Amundson,"$15,532,320",2011
Terrence Williams,"$14,940,153",2011
Anthony Tolliver,"$14,940,152",2011
Shannon Brown,"$14,500,000",2011
Jason Smith,"$14,500,000",2011
Jason Thompson,"$14,444,444",2011
Daequan Cook,"$14,400,000",2011
Jared Dudley,"$14,200,000",2011
Wilson Chandler,"$13,876,321",2011
Cole Aldrich,"$13,700,000",2011
Gerald Henderson,"$13,603,750",2011
Ben Wallace,"$13,520,500",2011
Brandon Rush,"$13,500,000",2011
Xavier Henry,"$13,428,129",2011
Aaron Brooks,"$13,358,905",2011
Keyon Dooling,"$13,250,000",2011
Tyler Hansbrough,"$13,150,000",2011
Chuck Hayes,"$13,000,000",2011
Goran Dragic,"$13,000,000",2011
Anthony Randolph,"$12,600,000",2011
Arron Afflalo,"$12,500,000",2011
Ed Davis,"$12,345,250",2011
Earl Clark,"$11,968,253",2011
Jason Williams,"$11,854,584",2011
Robin Lopez,"$11,800,000",2011
Patrick Patterson,"$11,749,832",2011
Jose Juan Barea,"$11,600,000",2011
Austin Daye,"$11,530,592",2011
Marreese Speights,"$11,495,000",2011
Matt Barnes,"$11,360,000",2011
Larry Sanders,"$11,345,000",2011
Omer Asik,"$11,244,000",2011
James Johnson,"$11,148,760",2011
Roy Hibbert,"$11,100,005",2011
Renaldo Balkman,"$11,000,000",2011
Luke Babbitt,"$11,000,000",2011
Jrue Holiday,"$10,973,202",2011
JaVale McGee,"$10,800,000",2011
Hamed Haddadi,"$10,800,000",2011
Keith Bogans,"$10,800,000",2011
Kevin Seraphin,"$10,650,000",2011
Ty Lawson,"$10,561,984",2011
JJ Hickson,"$10,561,960",2011
Solomon Jones,"$10,500,000",2011
Eric Bledsoe,"$10,310,938",2011
Jeff Teague,"$10,215,850",2011
Alexis Ajinca,"$10,000,000",2011
Avery Bradley,"$9,945,000",2011
Eric Maynor,"$9,600,000",2011
Ryan Anderson,"$9,300,000",2011
Courtney Lee,"$9,090,911",2011
Roger Mason,"$9,000,000",2011
Ronnie Price,"$9,000,000",2011
James Anderson,"$9,000,000",2011
Darren Collison,"$9,000,000",2011
Kosta Koufos,"$8,981,000",2011
Tony Battie,"$8,610,500",2011
Anthony Carter,"$8,500,000",2011
Earl Boykins,"$8,500,000",2011
Eddie House,"$8,453,250",2011
Juwan Howard,"$8,400,000",2011
Zydrunas Ilgauskas,"$8,287,500",2011
Joe Smith,"$8,200,000",2011
Theo Ratliff,"$8,000,000",2011
Tracy McGrady,"$7,800,000",2011
Brian Cardinal,"$7,775,378",2011
Kurt Thomas,"$7,625,000",2011
Shaquille O'Neal,"$7,600,000",2011
Jason Collins,"$7,500,000",2011
Craig Brackins,"$7,405,300",2011
Sean Marks,"$7,354,500",2011
Elliot Williams,"$7,305,500",2011
Omri Casspi,"$7,281,818",2011
Rudy Fernandez,"$7,269,264",2011
Earl Watson,"$7,250,000",2011
Malik Allen,"$7,248,325",2011
Jamaal Magloire,"$7,148,800",2011
Brian Scalabrine,"$7,100,000",2011
