Player,Salary,Year
Carlos Rogers,"$19,610,000",2001
Terry Cummings,"$19,285,715",2001
Michael Curry,"$16,880,000",2001
John Wallace,"$16,875,000",2001
George McCloud,"$16,700,000",2001
Calbert Cheaney,"$15,750,000",2001
J.R. Reid,"$14,700,000",2001
Otis Thorpe,"$14,400,000",2001
Jamie Feick,"$14,000,000",2001
Chris Crawford,"$13,800,000",2001
Wally Szczerbiak,"$13,750,000",2001
Sean Rooks,"$12,600,000",2001
Cory Alexander,"$12,200,000",2001
Lucious Harris,"$12,000,000",2001
DerMarr Johnson,"$12,000,000",2001
Alvin Williams,"$11,720,000",2001
Cherokee Parks,"$11,250,000",2001
Matt Bullard,"$11,250,000",2001
Vinny Del Negro,"$11,000,000",2001
Eric Murdock,"$11,000,000",2001
Billy Owens,"$10,800,000",2001
Hubert Davis,"$10,670,000",2001
Clarence Weatherspoon,"$10,130,000",2001
John Williams,"$10,130,000",2001
Jason Williams,"$10,130,000",2001
Dell Curry,"$10,130,000",2001
Johnny Newman,"$10,130,000",2001
Richard Hamilton,"$10,130,000",2001
Chris Mihm,"$10,130,000",2001
Andrew DeClercq,"$10,130,000",2001
Keith Closs,"$10,130,000",2001
James Robinson,"$10,125,000",2001
Larry Hughes,"$10,110,000",2001
Aaron McKie,"$10,000,000",2001
Andre Miller,"$10,000,000",2001
Jamal Crawford,"$9,660,000",2001
Greg Foster,"$9,660,000",2001
Lorenzo Williams,"$9,660,000",2001
Jaren Jackson Jr,"$9,660,000",2001
Muggsy Bogues,"$9,640,000",2001
Darvin Ham,"$9,360,000",2001
Dirk Nowitzki,"$9,200,000",2001
Shawn Marion,"$9,000,000",2001
Joel Przybilla,"$9,000,000",2001
Paul Pierce,"$8,960,000",2001
Jason Terry,"$8,900,000",2001
Keyon Dooling,"$8,510,000",2001
Bonzi Wells,"$8,400,000",2001
Trajan Langdon,"$8,370,000",2001
Jacque Vaughn,"$8,330,000",2001
Predrag Stojakovic,"$8,120,000",2001
Jerome Moiso,"$8,100,000",2001
Michael Doleac,"$8,050,000",2001
Aleksandar Radojevic,"$8,030,000",2001
Etan Thomas,"$8,000,000",2001
Keon Clark,"$8,000,000",2001
Tony Massenburg,"$7,800,000",2001
Corey Maggette,"$7,770,000",2001
Corie Blount,"$7,680,000",2001
Courtney Alexander,"$7,578,900",2001
Gary Grant,"$7,520,000",2001
Michael Dickerson,"$7,515,840",2001
William Avery,"$7,300,000",2001
Mateen Cleaves,"$7,000,000",2001
Matt Harpring,"$6,890,000",2001
Dennis Scott,"$6,625,000",2001
Danny Ferry,"$6,500,000",2001
LaPhonso Ellis,"$6,200,000",2001
Anthony Carter,"$6,200,000",2001
Chuck Person,"$6,000,000",2001
Zan Tabak,"$6,000,000",2001
