Player,Salary,Year
Austin Croshere,"$17,142,858",2000
Paul Pierce,"$16,806,300",2000
Dickey Simpkins,"$15,004,800",2000
Jason Terry,"$15,000,000",2000
Derek Anderson,"$15,000,000",2000
Vernon Maxwell,"$14,795,642",2000
Bonzi Wells,"$14,302,001",2000
Trajan Langdon,"$14,000,000",2000
Maurice Taylor,"$12,820,249",2000
Michael Doleac,"$12,375,000",2000
Matt Bullard,"$12,250,000",2000
Aleksandar Radojevic,"$11,910,714",2000
Predrag Stojakovic,"$11,592,683",2000
Kelvin Cato,"$11,020,473",2000
Keon Clark,"$11,000,000",2000
Corey Maggette,"$11,000,000",2000
John Crotty,"$10,800,000",2000
Brevin Knight,"$10,780,000",2000
Michael Dickerson,"$10,125,000",2000
Gary Grant,"$10,000,000",2000
Harvey Grant,"$10,000,000",2000
Randy Brown,"$9,900,000",2000
William Avery,"$9,818,481",2000
Johnny Taylor,"$9,031,850",2000
Matt Harpring,"$9,000,000",2000
Tony Massenburg,"$9,000,000",2000
Chris Anstey,"$9,000,000",2000
Bryce Drew,"$9,000,000",2000
Aaron Williams,"$9,000,000",2000
Greg Anthony,"$9,000,000",2000
Corie Blount,"$9,000,000",2000
Anthony Johnson,"$9,000,000",2000
Malik Sealy,"$9,000,000",2000
Rex Walters,"$9,000,000",2000
Dennis Scott,"$9,000,000",2000
Zan Tabak,"$8,837,774",2000
Derek Harper,"$8,666,666",2000
Jud Buechler,"$8,558,535",2000
Eldridge Recasner,"$8,354,614",2000
Johnny Newman,"$8,000,000",2000
Metta World Peace,"$7,975,000",2000
Radoslav Nesterovic,"$7,680,862",2000
Cal Bowdler,"$7,560,000",2000
Paul Grant,"$7,400,000",2000
Jerome Kersey,"$7,370,000",2000
Jelani McCoy,"$7,250,000",2000
Antoine Carr,"$7,200,000",2000
Eddie Johnson,"$7,200,000",2000
Don Reid,"$7,166,666",2000
Scott Burrell,"$7,100,000",2000
Sherman Douglas,"$7,031,250",2000
Anthony Parker,"$7,000,000",2000
James Posey,"$6,939,000",2000
Pat Garrity,"$6,889,520",2000
Frederic Weis,"$6,858,335",2000
Ed Gray,"$6,833,333",2000
Quincy Lewis,"$6,680,000",2000
Roshown McLeod,"$6,422,400",2000
Bobby Jackson,"$6,125,000",2000
Ruben Patterson,"$6,062,500",2000
Ben Wallace,"$5,952,381",2000
Dion Glover,"$5,770,000",2000
Ricky Davis,"$5,600,000",2000
Jeff Foster,"$5,600,000",2000
Brian Skinner,"$5,500,000",2000
John Thomas,"$5,433,333",2000
Mirsad Turkcan,"$5,410,000",2000
Kenny Thomas,"$5,318,437",2000
Tyronn Lue,"$5,300,000",2000
Jon Barry,"$5,290,000",2000
Fred Hoiberg,"$5,250,000",2000
Devean George,"$5,250,000",2000
Jacque Vaughn,"$5,236,000",2000
Charles Smith,"$5,200,000",2000
Keith Booth,"$5,200,000",2000
Hubert Davis,"$5,175,000",2000
Al Harrington,"$5,124,800",2000
Sam Jacobson,"$5,075,000",2000
Tim James,"$5,051,906",2000
Rodrick Rhodes,"$4,988,000",2000
Vonteego Cummings,"$4,900,000",2000
Vladimir Stepania,"$4,875,200",2000
Corey Benjamin,"$4,860,100",2000
Nazr Mohammed,"$4,819,451",2000
Jumaine Jones,"$4,800,000",2000
Scott Padgett,"$4,800,000",2000
Efthimios Rentzias,"$4,800,000",2000
Andrei Kirilenko,"$4,800,000",2000
Eddie Robinson,"$4,781,250",2000
Doug Overton,"$4,540,000",2000
Darrick Martin,"$4,500,000",2000
Dwayne Schintzius,"$4,490,000",2000
Eric Washington,"$4,400,000",2000
Toby Bailey,"$4,200,000",2000
Ansu Sesay,"$4,200,000",2000
Reggie Jordan,"$4,200,000",2000
John Coker,"$4,180,000",2000
Thurl Bailey,"$4,164,100",2000
Pete Chilcutt,"$4,160,000",2000
Muggsy Bogues,"$4,125,000",2000
Felton Spencer,"$4,079,100",2000
Tyrone Corbin,"$4,060,000",2000
Bill Wennington,"$4,050,000",2000
Joe Kleine,"$4,019,200",2000
Antonio Harvey,"$4,000,000",2000
Mark West,"$4,000,000",2000
Todd Day,"$4,000,000",2000
Oliver Miller,"$4,000,000",2000
Rick Mahorn,"$4,000,000",2000
Monty Williams,"$3,960,000",2000
Chuck Person,"$3,960,000",2000
Emanual Davis,"$3,937,500",2000
Andrew Lang,"$3,858,240",2000
David Wingate,"$3,810,000",2000
Ricky Pierce,"$3,760,000",2000
Jerome Allen,"$3,750,000",2000
Haywoode Workman,"$3,750,000",2000
Willie Anderson,"$3,660,000",2000
Ed Pinckney,"$3,600,000",2000
Blue Edwards,"$3,560,000",2000
Byron Scott,"$3,500,000",2000
John Salley,"$3,500,000",2000
Anthony Avent,"$3,500,000",2000
LaSalle Thompson,"$3,456,240",2000
Thomas Hamilton,"$3,451,920",2000
Tony Farmer,"$3,375,960",2000
Joe Dumars,"$3,336,000",2000
Terry Mills,"$3,308,516",2000
BJ Armstrong,"$3,295,000",2000
Bruce Bowen,"$3,250,000",2000
Chucky Brown,"$3,200,000",2000
Michael Cage,"$3,200,000",2000
Jack Haley,"$3,159,000",2000
Gheorghe Muresan,"$3,150,000",2000
Pooh Richardson,"$3,100,080",2000
Shammond Williams,"$3,092,400",2000
Tony Delk,"$3,033,000",2000
Randy Livingston,"$3,020,520",2000
Fred Vinson,"$3,000,000",2000
Rick Brunson,"$3,000,000",2000
Amal McCaskill,"$3,000,000",2000
Roy Rogers,"$3,000,000",2000
Todd Fuller,"$3,000,000",2000
Michael Hawkins,"$2,951,029",2000
Gerard King,"$2,944,000",2000
Andrew Gaze,"$2,880,000",2000
Jerald Honeycutt,"$2,800,000",2000
Jeff McInnis,"$2,800,000",2000
Darvin Ham,"$2,794,920",2000
DeJuan Wheat,"$2,777,160",2000
Troy Hudson,"$2,750,000",2000
Mark Pope,"$2,742,600",2000
Mikki Moore,"$2,720,000",2000
James Cotton,"$2,716,667",2000
Leon Smith,"$2,716,667",2000
Kevin Ollie,"$2,712,480",2000
Michael Ruffin,"$2,681,250",2000
Jahidi White,"$2,625,000",2000
Sean Marks,"$2,600,000",2000
Nikita Morgunov,"$2,550,000",2000
Gerald Brown,"$2,530,920",2000
Miles Simon,"$2,520,000",2000
Makhtar N'Diaye,"$2,520,000",2000
John Amaechi,"$2,503,800",2000
Chucky Atkins,"$2,500,000",2000
Rashard Lewis,"$2,500,000",2000
Andrae Patterson,"$2,495,500",2000
Anthony Carter,"$2,483,333",2000
Shea Seals,"$2,445,480",2000
Charles Jones,"$2,437,500",2000
Mate Skelin,"$2,400,000",2000
Brent Scott,"$2,400,000",2000
Cuttino Mobley,"$2,376,667",2000
Bruno Sundov,"$2,350,000",2000
Ryan Stack,"$2,302,400",2000
Brad Miller,"$2,300,000",2000
Adrian Griffin,"$2,298,840",2000
Jeffrey Sheppard,"$2,285,000",2000
Marty Conlon,"$2,270,500",2000
Sam Mack,"$2,267,280",2000
Jermaine Jackson,"$2,240,000",2000
Laron Profit,"$2,214,600",2000
Calvin Booth,"$2,100,000",2000
Derrick Dial,"$2,100,000",2000
Ryan Robertson,"$2,100,000",2000
Todd MacCulloch,"$2,098,560",2000
Lazaro Borrell,"$2,095,250",2000
Rafer Alston,"$2,090,000",2000
Rodney Buford,"$2,063,680",2000
Harold Jamison,"$2,059,320",2000
Obinna Ekezie,"$2,025,000",2000
Milt Palacio,"$2,011,440",2000
John Celestand,"$2,000,000",2000
Shannon Smith,"$2,000,000",2000
Tim Young,"$2,000,000",2000
Chris Herren,"$2,000,000",2000
Ryan Bowen,"$2,000,000",2000
Evan Eschmeyer,"$2,000,000",2000
Dominique Wilkins,"$2,000,000",2000
Jamie Watson,"$2,000,000",2000
Danny Schayes,"$2,000,000",2000
Kornel David,"$2,000,000",2000
Damon Jones,"$2,000,000",2000
Mitchell Butler,"$2,000,000",2000
Dedric Willoughby,"$2,000,000",2000
Benoit Benjamin,"$2,000,000",2000
A.J. Bramlett,"$2,000,000",2000
Bill Curley,"$2,000,000",2000
Randell Jackson,"$2,000,000",2000
Rick Hughes,"$2,000,000",2000
DeMarco Johnson,"$2,000,000",2000
Mark Davis,"$2,000,000",2000
Stanley Roberts,"$2,000,000",2000
Jermaine Walker,"$2,000,000",2000
Corey Brewer,"$2,000,000",2000
Lou Roe,"$1,980,000",2000
Lari Ketner,"$1,968,750",2000
Chris Carr,"$1,925,000",2000
Joe Stephens,"$1,925,000",2000
Earl Boykins,"$1,925,000",2000
Devin Gray,"$1,925,000",2000
Drew Barry,"$1,925,000",2000
Mark Hendrickson,"$1,925,000",2000
Kiwane Garris,"$1,925,000",2000
Jamel Thomas,"$1,925,000",2000
Eric Riley,"$1,925,000",2000
Terry Dehere,"$1,925,000",2000
Adrian Caldwell,"$1,925,000",2000
Derek Hood,"$1,925,000",2000
Greg Buckner,"$1,922,520",2000
Ben Davis,"$1,920,000",2000
Marcus Brown,"$1,920,000",2000
Rusty Larue,"$1,893,500",2000
Tyrone Grant,"$1,879,920",2000
Brandon Williams,"$1,868,750",2000
Bakari Hendrix,"$1,836,240",2000
Khalid Reeves,"$1,800,000",2000
Anthony Miller,"$1,767,120",2000
Wayne Turner,"$1,752,400",2000
Jason Lawson,"$1,722,240",2000
Art Long,"$1,700,000",2000
Mike Brown,"$1,696,387",2000
LaMarcus Golden,"$1,682,280",2000
Casey Shaw,"$1,680,000",2000
Brett Robisch,"$1,680,000",2000
Maceo Baston,"$1,680,000",2000
Kebu Stewart,"$1,678,800",2000
Jason Miskiri,"$1,629,000",2000
Louis Bullock,"$1,625,000",2000
Jimmy Oliver,"$1,624,000",2000
Robert Werdann,"$1,614,000",2000
John Morton,"$1,610,000",2000
Jonathan Kerner,"$1,603,861",2000
Andy Panko,"$1,594,920",2000
Steve Goodrich,"$1,583,040",2000
Trevor Winter,"$1,560,000",2000
