Player,Salary,Year
Wally Szczerbiak,"$22,400,000",2002
Malik Rose,"$21,428,572",2002
Vinny Del Negro,"$18,754,800",2002
DerMarr Johnson,"$18,750,000",2002
Shane Battier,"$18,083,564",2002
Bimbo Coles,"$17,500,000",2002
John Amaechi,"$15,125,000",2002
Dirk Nowitzki,"$14,400,000",2002
Patrick Ewing,"$14,315,790",2002
Richard Hamilton,"$12,926,493",2002
Dell Curry,"$12,750,000",2002
Chris Mihm,"$12,750,000",2002
Paul Pierce,"$12,660,000",2002
Bonzi Wells,"$12,375,000",2002
Eddie Griffin,"$12,045,075",2002
Michael Doleac,"$11,700,000",2002
Bryant Stith,"$11,555,554",2002
Cory Alexander,"$11,335,714",2002
Keon Clark,"$11,250,000",2002
Michael Dickerson,"$11,250,000",2002
Andre Miller,"$11,250,000",2002
Matt Harpring,"$11,250,000",2002
Jamal Crawford,"$11,250,000",2002
Lorenzo Williams,"$11,250,000",2002
DeSagana Diop,"$11,250,000",2002
Tom Hammonds,"$11,250,000",2002
Shawn Marion,"$11,250,000",2002
Greg Foster,"$11,250,000",2002
Darvin Ham,"$11,000,000",2002
Shammond Williams,"$11,000,000",2002
Joel Przybilla,"$10,865,250",2002
Radoslav Nesterovic,"$10,865,250",2002
Tyronn Lue,"$10,865,250",2002
Rodney White,"$10,865,250",2002
Jason Terry,"$10,865,250",2002
Keyon Dooling,"$10,625,000",2002
Tony Massenburg,"$10,444,642",2002
Corie Blount,"$10,164,642",2002
Joe Johnson,"$10,114,000",2002
Trajan Langdon,"$10,091,250",2002
Dana Barros,"$9,925,076",2002
Fred Hoiberg,"$9,675,000",2002
Jerome Moiso,"$9,667,969",2002
Pat Garrity,"$9,500,000",2002
Kendall Gill,"$9,300,000",2002
Kedrick Brown,"$9,000,000",2002
Aleksandar Radojevic,"$8,990,000",2002
Muggsy Bogues,"$8,800,000",2002
Roshown McLeod,"$8,710,000",2002
Popeye Jones,"$8,447,500",2002
Danny Manning,"$8,350,000",2002
Ricky Davis,"$8,166,667",2002
Etan Thomas,"$8,142,160",2002
Brian Skinner,"$7,975,000",2002
Vladimir Radmanovic,"$7,906,783",2002
Corey Maggette,"$7,656,250",2002
Al Harrington,"$7,300,000",2002
Courtney Alexander,"$7,200,000",2002
Samaki Walker,"$7,010,000",2002
Richard Jefferson,"$7,000,000",2002
William Avery,"$6,975,000",2002
Mateen Cleaves,"$6,933,328",2002
Will Perdue,"$6,750,000",2002
Troy Murphy,"$6,600,000",2002
Eldridge Recasner,"$6,545,000",2002
Matt Bullard,"$6,510,000",2002
Bryce Drew,"$6,500,312",2002
Jason Collier,"$6,500,000",2002
Steven Hunter,"$6,495,000",2002
Metta World Peace,"$6,404,800",2002
Hidayet Turkoglu,"$6,325,000",2002
Greg Buckner,"$6,325,000",2002
Kirk Haston,"$6,310,000",2002
Cal Bowdler,"$6,300,000",2002
Desmond Mason,"$6,235,000",2002
Michael Bradley,"$6,048,000",2002
James Posey,"$6,000,000",2002
Quentin Richardson,"$6,000,000",2002
Quincy Lewis,"$6,000,000",2002
Jason Collins,"$5,843,750",2002
Jamaal Magloire,"$5,750,000",2002
Dion Glover,"$5,695,715",2002
Zach Randolph,"$5,500,000",2002
Michael Ruffin,"$5,500,000",2002
Speedy Claxton,"$5,401,906",2002
Michael Jordan,"$5,400,000",2002
John Crotty,"$5,400,000",2002
Mark Bryant,"$5,350,000",2002
Danny Ferry,"$5,300,000",2002
Dan Majerle,"$5,222,025",2002
Don Reid,"$5,220,000",2002
Felton Spencer,"$5,213,333",2002
Sam Mitchell,"$5,200,000",2002
Jeff Foster,"$5,200,000",2002
Brendan Haywood,"$5,170,000",2002
Morris Peterson,"$5,142,857",2002
Don MacLean,"$5,110,000",2002
Brian Shaw,"$5,062,500",2002
Kenny Thomas,"$5,061,539",2002
Tim James,"$5,000,000",2002
Joseph Forte,"$5,000,000",2002
Donnell Harvey,"$5,000,000",2002
Jeryl Sasser,"$4,812,500",2002
DeShawn Stevenson,"$4,781,250",2002
Brandon Armstrong,"$4,762,500",2002
Dalibor Bagaric,"$4,750,000",2002
Devean George,"$4,700,000",2002
Andrei Kirilenko,"$4,680,000",2002
Iakovos Tsakalidis,"$4,662,472",2002
Vonteego Cummings,"$4,650,000",2002
Gerald Wallace,"$4,649,534",2002
Mamadou N'diaye,"$4,638,000",2002
Jim Jackson,"$4,539,000",2002
Jumaine Jones,"$4,538,000",2002
Scott Padgett,"$4,538,000",2002
Monty Williams,"$4,538,000",2002
Carlos Rogers,"$4,538,000",2002
Darrick Martin,"$4,538,000",2002
Samuel Dalembert,"$4,500,000",2002
Mark Madsen,"$4,500,000",2002
Primoz Brezec,"$4,500,000",2002
Jamaal Tinsley,"$4,500,000",2002
Tony Parker,"$4,448,000",2002
Cherokee Parks,"$4,413,375",2002
Bruce Bowen,"$4,413,375",2002
Mitchell Butler,"$4,413,375",2002
Antonio Harvey,"$4,413,375",2002
Larry Robinson,"$4,400,000",2002
Gary Trent,"$4,400,000",2002
Mark Strickland,"$4,350,000",2002
Emanual Davis,"$4,344,187",2002
Milt Palacio,"$4,252,435",2002
Victor Alexander,"$4,174,893",2002
Earl Boykins,"$4,005,000",2002
Reggie Slater,"$4,000,000",2002
Erick Barkley,"$4,000,000",2002
Erick Strickland,"$3,882,360",2002
Laron Profit,"$3,861,000",2002
Ryan Bowen,"$3,860,000",2002
Rafer Alston,"$3,850,000",2002
Harold Jamison,"$3,840,000",2002
Stephen Jackson,"$3,801,960",2002
Rick Brunson,"$3,791,250",2002
Troy Hudson,"$3,755,142",2002
