Player,Salary,Year
Luka Samanic,"$40,231,758",2020
John Collins,"$38,506,482",2020
Kevin Huerter,"$38,506,482",2020
Caris LeVert,"$38,199,000",2020
Marko Guduric,"$38,199,000",2020
DeAndre Bembry,"$37,436,858",2020
Matisse Thybulle,"$37,199,000",2020
Harry Giles,"$34,449,964",2020
Wesley Matthews,"$33,296,296",2020
Kyle Korver,"$33,005,556",2020
Udonis Haslem,"$32,742,000",2020
Jared Dudley,"$32,742,000",2020
Rajon Rondo,"$32,742,000",2020
Dwight Howard,"$32,742,000",2020
Tyson Chandler,"$32,742,000",2020
Thabo Sefolosha,"$32,700,690",2020
Jose Juan Barea,"$32,511,623",2020
Wilson Chandler,"$31,742,000",2020
Vince Carter,"$30,603,448",2020
Josh Okogie,"$30,350,000",2020
Vincent Poirier,"$29,802,321",2020
Rondae Hollis-Jefferson,"$28,942,830",2020
Brandon Clarke,"$28,000,000",2020
Terrance Ferguson,"$28,000,000",2020
Grayson Allen,"$27,739,975",2020
Alfonzo McKinnie,"$27,556,959",2020
Grant Williams,"$27,504,630",2020
Jarrett Allen,"$27,504,630",2020
Pascal Siakam,"$27,504,630",2020
Skal Labissiere,"$27,285,000",2020
Chandler Hutchison,"$27,285,000",2020
Patrick Patterson,"$27,285,000",2020
Dejounte Murray,"$27,285,000",2020
Alec Burks,"$27,250,576",2020
Damian Jones,"$27,093,019",2020
Darius Bazley,"$27,093,018",2020
OG Anunoby,"$27,093,018",2020
Ante Zizic,"$27,093,018",2020
Markieff Morris,"$26,131,111",2020
Luke Kornet,"$26,000,000",2020
Aaron Holiday,"$25,842,697",2020
Ty Jerome,"$25,842,697",2020
Willie Cauley-Stein,"$25,595,700",2020
Kyle O'Quinn,"$25,565,217",2020
Austin Rivers,"$25,258,427",2020
Carmelo Anthony,"$25,102,512",2020
Anfernee Simons,"$24,147,727",2020
Nassir Little,"$23,271,604",2020
Moritz Wagner,"$22,615,559",2020
Dylan Windler,"$21,000,000",2020
Caleb Swanigan,"$20,025,127",2020
Michael Carter-Williams,"$20,000,000",2020
Mike Muscala,"$19,894,737",2020
Ben McLemore,"$19,863,636",2020
Edmond Sumner,"$19,500,000",2020
Torrey Craig,"$19,269,663",2020
Noah Vonleh,"$19,217,900",2020
Landry Shamet,"$19,000,000",2020
Mfiondu Kabengele,"$18,606,556",2020
Kyle Kuzma,"$18,539,130",2020
Jordan Poole,"$18,539,130",2020
Tony Bradley,"$18,189,286",2020
Keldon Johnson,"$18,000,000",2020
Derrick White,"$18,000,000",2020
Robert Williams,"$17,650,000",2020
Josh Hart,"$17,185,185",2020
Jacob Evans,"$17,150,000",2020
Dzanan Musa,"$17,000,000",2020
Omari Spellman,"$17,000,000",2020
Glenn Robinson III,"$16,896,552",2020
James Ennis,"$16,229,213",2020
Nerlens Noel,"$16,200,000",2020
Shabazz Napier,"$16,000,000",2020
Bruno Caboclo,"$15,643,750",2020
JR Smith,"$15,625,000",2020
Emmanuel Mudiay,"$15,625,000",2020
Mario Hezonja,"$15,500,000",2020
Raul Neto,"$15,450,051",2020
JaKarr Sampson,"$15,349,400",2020
Pat Connaughton,"$15,000,000",2020
Jahlil Okafor,"$15,000,000",2020
Rodions Kurucs,"$14,634,147",2020
Cheick Diallo,"$14,500,000",2020
Willy Hernangomez,"$14,471,910",2020
Georges Niang,"$14,057,730",2020
Derrick Jones,"$14,041,096",2020
Christian Wood,"$13,486,300",2020
Treveon Graham,"$13,437,500",2020
Furkan Korkmaz,"$13,333,334",2020
Shaquille Harrison,"$13,290,395",2020
Royce O'Neale,"$13,000,000",2020
Wesley Iwundu,"$12,900,000",2020
Abdel Nader,"$12,776,786",2020
Damyean Dotson,"$12,759,670",2020
Frank Jackson,"$12,727,273",2020
Sterling Brown,"$12,678,571",2020
Dillon Brooks,"$12,667,885",2020
Dwayne Bacon,"$12,553,571",2020
Semi Ojeleye,"$12,500,000",2020
Chris Boucher,"$12,345,680",2020
Malcolm Miller,"$12,200,000",2020
Monte Morris,"$12,093,024",2020
Mitchell Robinson,"$12,000,000",2020
Nigel Williams-Goss,"$12,000,000",2020
Isaiah Roby,"$11,454,546",2020
Wenyen Gabriel,"$11,392,857",2020
Shake Milton,"$11,301,219",2020
Theo Pinson,"$11,286,515",2020
Thanasis Antetokounmpo,"$11,060,000",2020
Brad Wanamaker,"$11,011,234",2020
Isaac Bonga,"$10,740,740",2020
Chimezie Metu,"$10,605,600",2020
Gary Trent Jr,"$10,500,000",2020
Elie Okobo,"$10,259,375",2020
Jevon Carter,"$10,133,907",2020
Ryan Broekhoff,"$10,116,576",2020
Melvin Frazier,"$10,116,576",2020
Deonte Burton,"$10,116,000",2020
Hamidou Diallo,"$10,000,000",2020
Kenrich Williams,"$9,881,598",2020
Jarred Vanderbilt,"$9,757,440",2020
Duncan Robinson,"$9,745,200",2020
Kendrick Nunn,"$9,732,396",2020
De'Anthony Melton,"$9,607,500",2020
Alize Johnson,"$9,600,000",2020
Bruce Brown,"$9,562,920",2020
Khyri Thomas,"$9,473,684",2020
Sviatoslav Mykhailiuk,"$9,346,153",2020
Keita Bates-Diop,"$9,346,153",2020
Jalen Brunson,"$9,258,000",2020
Devonte Graham,"$9,073,050",2020
Jaylen Nowell,"$9,000,000",2020
Bruno Fernando,"$8,730,240",2020
Kevin Porter,"$8,719,320",2020
Jordan McRae,"$8,664,928",2020
Carsen Edwards,"$8,556,120",2020
Cody Martin,"$8,529,386",2020
Gary Payton II,"$8,349,039",2020
Admiral Schofield,"$8,156,500",2020
Terance Mann,"$8,139,282",2020
David Nwaba,"$8,113,929",2020
Miye Oni,"$8,000,000",2020
Dewan Hernandez,"$8,000,000",2020
Terence Davis,"$8,000,000",2020
Matt Thomas,"$8,000,000",2020
Justin James,"$8,000,000",2020
DaQuan Jeffries,"$7,839,960",2020
Jalen Lecque,"$7,830,000",2020
Ignas Brazdeikis,"$7,815,533",2020
Naz Reid,"$7,683,360",2020
KZ Okpala,"$7,666,667",2020
Talen Horton-Tucker,"$7,461,380",2020
Eric Paschall,"$7,339,258",2020
Alen Smailagic,"$7,333,333",2020
Vlatko Cancar,"$7,333,333",2020
Daniel Gafford,"$7,317,074",2020
Caleb Martin,"$7,265,485",2020
Jalen McDaniels,"$7,250,000",2020
Nicolas Claxton,"$7,250,000",2020
Javonte Green,"$7,068,360",2020
Damion Lee,"$7,059,480",2020
Jeff Green,"$7,000,000",2020
Timothe Luwawu,"$7,000,000",2020
Juwan Morgan,"$6,927,480",2020
Gary Clark,"$6,825,000",2020
Marvin Williams,"$6,534,829",2020
Michael Kidd-Gilchrist,"$6,500,000",2020
Rayjon Tucker,"$6,481,482",2020
Chris Clemons,"$6,400,920",2020
Brandon Goodwin,"$6,392,760",2020
Reggie Jackson,"$6,273,000",2020
Justin Patton,"$6,000,000",2020
Anzejs Pasecniks,"$6,000,000",2020
Chris Silva,"$5,846,154",2020
Troy Daniels,"$5,813,640",2020
