Player,Salary,Year
Shawn Marion,"$25,200,000",2003
Chris Mihm,"$23,571,429",2003
Eddie Griffin,"$20,629,800",2003
Jason Terry,"$20,625,000",2003
Cory Alexander,"$19,727,524",2003
Corey Maggette,"$19,250,000",2003
Lorenzo Williams,"$16,200,000",2003
Jamal Crawford,"$16,105,264",2003
Troy Hudson,"$14,343,750",2003
Bryant Stith,"$14,343,750",2003
Shammond Williams,"$13,651,028",2003
DeSagana Diop,"$12,999,998",2003
Nenê,"$12,636,117",2003
Chris Wilcox,"$12,600,000",2003
Metta World Peace,"$12,375,000",2003
Wang Zhizhi,"$12,375,000",2003
Tyronn Lue,"$12,375,000",2003
Joel Przybilla,"$12,375,000",2003
Patrick Ewing,"$12,375,000",2003
Rodney White,"$12,375,000",2003
Keyon Dooling,"$12,375,000",2003
Amare Stoudemire,"$12,375,000",2003
Marko Jaric,"$12,375,000",2003
Chris Childs,"$12,375,000",2003
Joe Johnson,"$12,375,000",2003
James Posey,"$12,072,500",2003
Jerome Moiso,"$12,072,500",2003
Caron Butler,"$12,072,500",2003
Muggsy Bogues,"$12,072,500",2003
Kedrick Brown,"$12,072,500",2003
Etan Thomas,"$12,046,473",2003
Jared Jeffries,"$12,000,000",2003
Dion Glover,"$11,953,125",2003
Jeff Foster,"$11,248,076",2003
Vladimir Radmanovic,"$11,212,500",2003
Kenny Thomas,"$11,061,234",2003
Samaki Walker,"$11,027,862",2003
Courtney Alexander,"$10,892,000",2003
Cezary Trybanski,"$10,750,000",2003
Greg Anthony,"$10,500,000",2003
Melvin Ely,"$10,175,000",2003
Richard Jefferson,"$10,067,750",2003
Mateen Cleaves,"$10,067,750",2003
Marcus Haislip,"$10,067,750",2003
Matt Bullard,"$10,067,750",2003
Jumaine Jones,"$9,900,000",2003
Troy Murphy,"$9,860,000",2003
Bryon Russell,"$9,610,714",2003
Michael Doleac,"$9,380,000",2003
Travis Best,"$9,375,000",2003
Gordan Giricek,"$9,265,000",2003
Stanislav Medvedenko,"$9,200,000",2003
Fred Hoiberg,"$9,185,000",2003
Corie Blount,"$8,966,667",2003
Jason Collier,"$8,768,480",2003
Fred Jones,"$8,500,000",2003
Vladimir Stepania,"$8,421,875",2003
Steven Hunter,"$8,055,000",2003
Manu Ginobili,"$8,050,000",2003
Hidayet Turkoglu,"$8,050,000",2003
Bryce Drew,"$7,875,000",2003
Kirk Haston,"$7,799,996",2003
Earl Boykins,"$7,750,000",2003
Desmond Mason,"$7,270,000",2003
Jiri Welsch,"$7,150,000",2003
Bostjan Nachbar,"$7,144,500",2003
Earl Watson,"$7,091,250",2003
Michael Bradley,"$7,044,800",2003
Quentin Richardson,"$7,000,000",2003
Juan Dixon,"$6,960,000",2003
Jarron Collins,"$6,900,000",2003
Jason Collins,"$6,900,000",2003
Jamaal Magloire,"$6,858,500",2003
Curtis Borchardt,"$6,850,000",2003
Ryan Bowen,"$6,750,000",2003
Don Reid,"$6,750,000",2003
Zach Randolph,"$6,696,000",2003
Speedy Claxton,"$6,600,000",2003
Ryan Humphrey,"$6,585,000",2003
Brendan Haywood,"$6,375,000",2003
Morris Peterson,"$6,300,000",2003
Michael Jordan,"$6,250,000",2003
Charles Oakley,"$6,233,766",2003
Kevin Willis,"$6,101,906",2003
Chris Dudley,"$6,100,000",2003
Scott Williams,"$6,061,213",2003
Rod Strickland,"$6,050,000",2003
Kendall Gill,"$6,000,000",2003
Brian Shaw,"$5,750,000",2003
