Player,Salary,Year
Willie Burton,"$5,720,000",1993
Ed Nealy,"$4,000,000",1993
Clarence Weatherspoon,"$3,786,000",1993
Nick Anderson,"$3,633,000",1993
John Williams,"$3,513,000",1993
Pooh Richardson,"$3,500,000",1993
Carl Herrera,"$3,500,000",1993
Kevin Brooks,"$3,425,000",1993
Jayson Williams,"$3,320,000",1993
Sedale Threatt,"$3,300,000",1993
Malik Sealy,"$3,211,000",1993
Ledell Eackles,"$3,175,000",1993
Greg Kite,"$3,170,000",1993
Anthony Bonner,"$3,143,000",1993
Alec Kessler,"$3,047,000",1993
LaBradford Smith,"$3,000,000",1993
Winston Garland,"$2,923,000",1993
Nate McMillan,"$2,870,000",1993
Kevin Edwards,"$2,854,000",1993
Dell Curry,"$2,844,000",1993
Dan Majerle,"$2,775,000",1993
Darrell Walker,"$2,685,000",1993
Tracy Murray,"$2,655,000",1993
Dino Radja,"$2,600,000",1993
Jeff Turner,"$2,600,000",1993
Brad Sellers,"$2,540,000",1993
Eric Murdock,"$2,500,000",1993
Anthony Peeler,"$2,500,000",1993
Muggsy Bogues,"$2,450,000",1993
Tim Hardaway,"$2,425,000",1993
Terrell Brandon,"$2,420,000",1993
Tim McCormick,"$2,407,000",1993
Mookie Blaylock,"$2,400,000",1993
Shawn Kemp,"$2,400,000",1993
Bimbo Coles,"$2,400,000",1993
Greg Dreiling,"$2,400,000",1993
Donald Hodge,"$2,382,000",1993
Michael Smith,"$2,376,000",1993
Rick Fox,"$2,358,000",1993
Pete Chilcutt,"$2,350,000",1993
Will Perdue,"$2,333,000",1993
Scott Williams,"$2,300,000",1993
Mario Elie,"$2,300,000",1993
Tom Tolbert,"$2,300,000",1993
Larry Krystkowiak,"$2,272,000",1993
Rich King,"$2,252,000",1993
John Starks,"$2,230,000",1993
Scott Hastings,"$2,220,000",1993
Bob Hansen,"$2,213,000",1993
Maurice Cheeks,"$2,200,000",1993
Kenny Gattison,"$2,200,000",1993
Hubert Davis,"$2,200,000",1993
Brad Lohaus,"$2,183,000",1993
Elden Campbell,"$2,156,000",1993
Sam Mitchell,"$2,102,000",1993
Anthony Cook,"$2,100,000",1993
Todd Lichti,"$2,075,000",1993
Dale Davis,"$2,069,000",1993
Tate George,"$2,010,000",1993
Buck Johnson,"$2,004,000",1993
Steve Kerr,"$2,002,000",1993
Jeff Grayer,"$2,000,000",1993
Latrell Sprewell,"$2,000,000",1993
John Bagley,"$2,000,000",1993
BJ Armstrong,"$1,988,000",1993
Rafael Addison,"$1,983,000",1993
Lee Mayberry,"$1,980,000",1993
Oliver Miller,"$1,962,000",1993
Les Jepsen,"$1,908,000",1993
Larry Stewart,"$1,900,000",1993
Larry Smith,"$1,900,000",1993
Dave Johnson,"$1,900,000",1993
Tim Kempton,"$1,900,000",1993
Kenny Payne,"$1,885,000",1993
Eddie Lee Wilkins,"$1,869,000",1993
Dana Barros,"$1,869,000",1993
Jon Barry,"$1,850,000",1993
Anthony Avent,"$1,850,000",1993
Randy Woods,"$1,850,000",1993
Tod Murphy,"$1,845,000",1993
Tree Rollins,"$1,805,000",1993
Scott Brooks,"$1,802,000",1993
Matt Bullard,"$1,802,000",1993
Byron Houston,"$1,800,000",1993
Gerald Wilkins,"$1,800,000",1993
Rick Mahorn,"$1,790,000",1993
Alaa Abdelnaby,"$1,775,000",1993
Paul Graham,"$1,750,000",1993
Lance Blanks,"$1,720,000",1993
Henry James,"$1,700,000",1993
Blue Edwards,"$1,690,000",1993
Negele Knight,"$1,650,000",1993
Don MacLean,"$1,646,000",1993
Brian Oliver,"$1,625,000",1993
Tony Smith,"$1,615,000",1993
Greg Foster,"$1,610,000",1993
Elmore Spencer,"$1,600,000",1993
Herb Williams,"$1,590,000",1993
Jim Les,"$1,552,000",1993
A.J. English,"$1,542,000",1993
Isaac Austin,"$1,537,000",1993
Craig Hodges,"$1,510,000",1993
Jack Haley,"$1,510,000",1993
David Wood,"$1,500,000",1993
Jud Buechler,"$1,500,000",1993
