Player,Salary,Year
Dario Saric,"$37,457,154",2019
Taurean Prince,"$35,665,000",2019
Justin Anderson,"$35,654,150",2019
Shelvin Mack,"$35,654,150",2019
Manu Ginobili,"$32,700,000",2019
Reggie Bullock,"$31,873,932",2019
Bobby Portis,"$31,214,295",2019
Dante Cunningham,"$30,570,000",2019
Donte DiVincenzo,"$30,560,700",2019
Rondae Hollis-Jefferson,"$30,521,115",2019
Tyus Jones,"$30,000,000",2019
Jarell Martin,"$29,230,769",2019
Greg Monroe,"$28,928,710",2019
TJ Leaf,"$27,977,689",2019
Georgios Papagiannis,"$27,739,975",2019
Jeff Green,"$26,837,720",2019
Amir Johnson,"$26,641,111",2019
Raymond Felton,"$26,011,913",2019
Dwyane Wade,"$25,759,766",2019
Udonis Haslem,"$25,467,250",2019
JaVale McGee,"$25,467,250",2019
Zaza Pachulia,"$25,467,250",2019
Jose Calderon,"$25,434,263",2019
Devin Harris,"$25,434,262",2019
Channing Frye,"$25,434,262",2019
Carmelo Anthony,"$24,434,262",2019
Vince Carter,"$24,256,725",2019
Lonnie Walker,"$24,157,304",2019
John Collins,"$24,157,304",2019
Denzel Valentine,"$24,119,025",2019
Larry Nance Jr,"$24,119,025",2019
Kevin Huerter,"$24,107,258",2019
Monta Ellis,"$24,107,258",2019
Harry Giles,"$24,000,000",2019
Darius Miller,"$23,491,573",2019
Henry Ellenson,"$23,114,066",2019
Derrick Rose,"$22,897,200",2019
Omri Casspi,"$22,347,015",2019
Juan Hernangomez,"$21,666,667",2019
Quincy Pondexter,"$21,590,909",2019
Jonas Jerebko,"$21,587,579",2019
Josh Okogie,"$21,000,000",2019
Nik Stauskas,"$20,421,546",2019
Terrance Ferguson,"$20,261,172",2019
Raul Neto,"$20,099,189",2019
Salah Mejri,"$20,000,000",2019
Grayson Allen,"$19,841,627",2019
Jarrett Allen,"$19,500,000",2019
Isaiah Thomas,"$19,360,228",2019
Spencer Hawes,"$19,332,500",2019
Cole Aldrich,"$19,264,603",2019
Torrey Craig,"$19,245,370",2019
Chandler Hutchison,"$19,169,800",2019
OG Anunoby,"$19,000,000",2019
Ante Zizic,"$19,000,000",2019
Shabazz Napier,"$18,988,725",2019
Aaron Holiday,"$18,109,175",2019
Timothe Luwawu,"$18,089,888",2019
Tyler Lydon,"$17,868,853",2019
Anfernee Simons,"$17,469,565",2019
Tim Frazier,"$17,469,565",2019
Trey Burke,"$17,325,000",2019
Malik Beasley,"$17,133,285",2019
Moritz Wagner,"$17,043,478",2019
Nerlens Noel,"$17,000,000",2019
Ian Clark,"$17,000,000",2019
Deyonta Davis,"$16,900,000",2019
Caleb Swanigan,"$16,747,954",2019
Furkan Korkmaz,"$16,539,326",2019
Landry Shamet,"$16,517,857",2019
Caris LeVert,"$16,000,000",2019
Jonah Bolden,"$16,000,000",2019
Rodions Kurucs,"$16,000,000",2019
Kyle Kuzma,"$15,793,104",2019
Tony Bradley,"$15,500,000",2019
Derrick White,"$15,400,000",2019
Kyle Singler,"$15,170,787",2019
Robert Williams,"$15,000,000",2019
MarShon Brooks,"$15,000,000",2019
Spencer Dinwiddie,"$14,800,000",2019
Josh Hart,"$14,800,000",2019
Jacob Evans,"$14,720,000",2019
Pat Connaughton,"$14,631,250",2019
DeAndre Bembry,"$14,420,700",2019
Dzanan Musa,"$14,357,750",2019
Omari Spellman,"$14,242,782",2019
James Ennis,"$14,087,500",2019
Noah Vonleh,"$14,000,000",2019
Luke Kornet,"$13,764,045",2019
Richaun Holmes,"$13,585,000",2019
TJ McConnell,"$13,565,218",2019
Malachi Richardson,"$13,537,527",2019
Jahlil Okafor,"$13,528,090",2019
Kevon Looney,"$13,500,375",2019
Pascal Siakam,"$13,155,324",2019
Dejounte Murray,"$13,000,000",2019
Jake Layman,"$13,000,000",2019
Skal Labissiere,"$12,917,808",2019
Cheick Diallo,"$12,800,562",2019
Malcolm Brogdon,"$12,763,467",2019
Rodney McGruder,"$12,750,000",2019
Ivica Zubac,"$12,705,000",2019
Wade Baldwin,"$12,545,455",2019
Quinn Cook,"$12,516,746",2019
Damian Jones,"$12,500,000",2019
Dorian Finney-Smith,"$12,500,000",2019
Wayne Selden,"$12,400,000",2019
Georges Niang,"$12,400,000",2019
Christian Wood,"$12,253,780",2019
Derrick Jones,"$12,250,000",2019
Gerald Green,"$12,000,000",2019
David Nwaba,"$12,000,000",2019
Treveon Graham,"$12,000,000",2019
Willy Hernangomez,"$11,830,358",2019
Sviatoslav Mykhailiuk,"$11,750,000",2019
Mitchell Robinson,"$11,692,308",2019
Michael Carter-Williams,"$11,571,429",2019
Jawun Evans,"$11,536,515",2019
Thomas Bryant,"$11,286,516",2019
Royce O'Neale,"$11,160,716",2019
Frank Mason,"$11,111,111",2019
Khem Birch,"$11,011,234",2019
Wesley Iwundu,"$10,837,079",2019
Abdel Nader,"$10,607,143",2019
Damyean Dotson,"$10,600,000",2019
Frank Jackson,"$10,595,506",2019
Sterling Brown,"$10,577,466",2019
Tyler Dorsey,"$10,500,000",2019
Ivan Rabb,"$10,500,000",2019
Dillon Brooks,"$10,500,000",2019
Rade Zagorac,"$10,464,092",2019
Sindarius Thornwell,"$10,087,200",2019
Zhou Qi,"$10,002,681",2019
Jordan Bell,"$10,000,000",2019
Maxi Kleber,"$10,000,000",2019
Dwayne Bacon,"$10,000,000",2019
Daniel Theis,"$9,631,250",2019
Semi Ojeleye,"$9,607,500",2019
Tyrone Wallace,"$9,530,000",2019
Ike Anigbogu,"$9,490,740",2019
Alfonzo McKinnie,"$9,367,200",2019
Monte Morris,"$9,367,200",2019
Ryan Arcidiacono,"$9,173,294",2019
Antonio Blakeney,"$9,000,000",2019
Jabari Bird,"$9,000,000",2019
Daniel Hamilton,"$8,808,685",2019
Shaquille Harrison,"$8,739,500",2019
Elie Okobo,"$8,653,847",2019
Jalen Brunson,"$8,653,076",2019
Melvin Frazier,"$8,641,000",2019
Raymond Spalding,"$8,641,000",2019
Justin Hamilton,"$8,575,916",2019
Isaac Bonga,"$8,470,980",2019
Devonte Graham,"$8,339,880",2019
Chasson Randle,"$8,333,333",2019
Patrick McCaw,"$8,333,333",2019
De'Anthony Melton,"$8,333,333",2019
Jason Thompson,"$8,307,692",2019
Chimezie Metu,"$8,175,840",2019
Gary Trent Jr,"$8,066,667",2019
Isaiah Briscoe,"$8,000,000",2019
Hamidou Diallo,"$8,000,000",2019
Kenrich Williams,"$7,959,537",2019
Keita Bates-Diop,"$7,945,000",2019
Jevon Carter,"$7,839,435",2019
Alize Johnson,"$7,560,000",2019
Isaiah Hartenstein,"$7,464,912",2019
Khyri Thomas,"$7,461,960",2019
Bruce Brown,"$7,333,334",2019
Jarred Vanderbilt,"$7,314,960",2019
Ryan Broekhoff,"$7,305,825",2019
Brad Wanamaker,"$7,250,000",2019
Lorenzo Brown,"$7,119,650",2019
Davon Reed,"$7,019,698",2019
Isaiah Canaan,"$7,000,000",2019
Isaiah Whitehead,"$7,000,000",2019
Bruno Caboclo,"$7,000,000",2019
Gary Clark,"$7,000,000",2019
James Nunnally,"$6,957,105",2019
Kalin Lucas,"$6,700,800",2019
John Jenkins,"$6,569,040",2019
Deonte Burton,"$6,500,000",2019
Andrew Bogut,"$6,500,000",2019
Dakari Johnson,"$6,434,520",2019
Malcolm Miller,"$6,300,000",2019
Chris Boucher,"$6,300,000",2019
Edmond Sumner,"$6,153,846",2019
Yante Maten,"$6,134,000",2019
Andrew Harrison,"$6,041,520",2019
Eric Moreland,"$6,000,000",2019
Nick Young,"$6,000,000",2019
Okaro White,"$6,000,000",2019
Danuel House,"$5,922,720",2019
Jaylen Adams,"$5,757,120",2019
Ben Moore,"$5,750,000",2019
Quincy Acy,"$5,697,054",2019
Tyler Zeller,"$5,474,787",2019
Jimmer Fredette,"$5,470,920",2019
Terrence Jones,"$5,460,000",2019
Dairis Bertans,"$5,451,600",2019
Walter Lemon Jr,"$5,450,000",2019
Demetrius Jackson,"$5,375,000",2019
BJ Johnson,"$5,363,280",2019
Chris Chiozza,"$5,337,000",2019
Johnathan Williams,"$5,331,729",2019
Cam Reynolds,"$5,285,394",2019
Donatas Motiejunas,"$5,250,000",2019
Emanuel Terry,"$5,193,600",2019
Justin Bibbs,"$5,169,960",2019
Gary Payton II,"$5,027,028",2019
JaKarr Sampson,"$5,000,000",2019
Jordan McRae,"$5,000,000",2019
Devin Robinson,"$5,000,000",2019
Tyler Cavanaugh,"$4,969,080",2019
Naz Long,"$4,871,280",2019
Jordan Loyd,"$4,698,113",2019
Drew Eubanks,"$4,697,823",2019
Troy Williams,"$4,696,874",2019
George King,"$4,661,280",2019
Haywood Highsmith,"$4,536,120",2019
Shake Milton,"$4,500,000",2019
Amile Jefferson,"$4,449,000",2019
Troy Caupain,"$4,449,000",2019
Donte Grantham,"$4,449,000",2019
Tyler Davis,"$4,446,840",2019
Kadeem Allen,"$4,350,000",2019
Isaiah Hicks,"$4,320,500",2019
Trevon Bluiett,"$4,320,500",2019
Jared Terrell,"$4,294,479",2019
CJ Williams,"$4,221,000",2019
Bonzie Colson,"$4,155,720",2019
Jaylen Morris,"$4,075,000",2019
Duncan Robinson,"$4,073,760",2019
Julian Washburn,"$4,000,000",2019
Jarnell Stokes,"$3,940,401",2019
DJ Stephens,"$3,833,760",2019
Yuta Watanabe,"$3,819,960",2019
Alex Caruso,"$3,774,176",2019
Johnathan Motley,"$3,744,840",2019
Angel Delgado,"$3,710,850",2019
Trevon Duval,"$3,667,645",2019
Vincent Edwards,"$3,651,480",2019
Marcus Derrickson,"$3,628,920",2019
Damion Lee,"$3,627,842",2019
Zach Lofton,"$3,557,400",2019
Keenan Evans,"$3,500,000",2019
Archie Goodwin,"$3,499,800",2019
DeVaughn Akoon-Purcell,"$3,472,887",2019
Thomas Welsh,"$3,448,926",2019
Daryl Macon,"$3,447,480",2019
Kostas Antetokounmpo,"$3,440,356",2019
Billy Preston,"$3,382,000",2019
John Holland,"$3,382,000",2019
Deng Adel,"$3,375,360",2019
Jalen Jones,"$3,364,249",2019
Jaron Blossomgame,"$3,360,000",2019
Brandon Sampson,"$3,314,365",2019
Tyler Ulis,"$3,294,994",2019
Rawle Alkins,"$3,275,280",2019
JP Macura,"$3,258,539",2019
Joe Chealey,"$3,208,630",2019
Alan Williams,"$3,206,640",2019
Theo Pinson,"$3,206,160",2019
RJ Hunter,"$3,129,187",2019
PJ Dozier,"$3,125,000",2019
Alex Poythress,"$3,111,480",2019
Scotty Hopson,"$3,050,389",2019
Charles Cooke,"$3,050,160",2019
Scott Machado,"$3,000,000",2019
Andre Ingram,"$3,000,000",2019
Kobi Simmons,"$2,955,840",2019
Jonathan Gibson,"$2,947,320",2019
Wenyen Gabriel,"$2,894,160",2019
Billy Garrett,"$2,844,429",2019
Mitch Creek,"$2,807,880",2019
Brandon Goodwin,"$2,799,720",2019
Jemerrio Jones,"$2,795,000",2019
Tarik Phillip,"$2,775,000",2019
Cody Demps,"$2,760,094",2019
Richard Solomon,"$2,752,680",2019
Kendrick Nunn,"$2,667,600",2019
Dusty Hannahs,"$2,667,600",2019
Stephan Hicks,"$2,659,800",2019
Michael Frazier,"$2,639,313",2019
Tahjere McCall,"$2,615,160",2019
Mitchell Creek,"$2,559,925",2019
