Player,Salary,Year
Lonnie Walker,"$43,006,362",2021
Ben McLemore,"$41,358,814",2021
Andrew Nicholson,"$41,358,814",2021
Luka Samanic,"$41,254,920",2021
Josh Green,"$41,254,920",2021
Kevin Huerter,"$40,108,950",2021
Marko Guduric,"$39,219,566",2021
Alex Caruso,"$35,450,412",2021
Matisse Thybulle,"$35,361,360",2021
Saddiq Bey,"$34,502,132",2021
Josh Okogie,"$34,379,100",2021
Vincent Poirier,"$34,379,100",2021
Brandon Clarke,"$34,379,100",2021
Precious Achiuwa,"$34,358,850",2021
Carmelo Anthony,"$33,900,241",2021
Dwight Howard,"$33,722,850",2021
Udonis Haslem,"$33,051,724",2021
Marc Gasol,"$32,742,000",2021
Jared Dudley,"$31,626,953",2021
Jose Juan Barea,"$31,258,256",2021
Jeff Green,"$30,559,200",2021
Grayson Allen,"$30,559,200",2021
Grant Williams,"$30,500,000",2021
Tyrese Maxey,"$29,592,695",2021
Chandler Hutchison,"$29,542,010",2021
Mfiondu Kabengele,"$29,542,010",2021
Darius Bazley,"$29,542,010",2021
Moritz Wagner,"$29,467,800",2021
Zeke Nnaji,"$29,467,800",2021
Aaron Holiday,"$29,467,800",2021
Bryn Forbes,"$29,354,152",2021
E'Twaun Moore,"$28,751,774",2021
Markieff Morris,"$28,751,774",2021
Reggie Jackson,"$28,649,250",2021
Hassan Whiteside,"$28,500,000",2021
Kent Bazemore,"$28,489,239",2021
Ty Jerome,"$27,739,975",2021
Mike Muscala,"$27,528,088",2021
Anfernee Simons,"$27,525,281",2021
Brad Wanamaker,"$27,500,000",2021
Luke Kornet,"$27,285,000",2021
Monta Ellis,"$27,285,000",2021
Nassir Little,"$27,026,011",2021
RJ Hampton,"$26,000,000",2021
Matthew Dellavedova,"$25,035,118",2021
Solomon Hill,"$24,931,817",2021
Edmond Sumner,"$22,246,956",2021
Anderson Varejao,"$22,215,909",2021
Dylan Windler,"$21,250,000",2021
Immanuel Quickley,"$21,000,000",2021
John Konchar,"$20,700,000",2021
Landry Shamet,"$19,845,000",2021
Jordan Poole,"$19,800,000",2021
Bol Bol,"$19,610,714",2021
Keldon Johnson,"$19,500,000",2021
Payton Pritchard,"$19,500,000",2021
Robert Williams,"$19,050,000",2021
Langston Galloway,"$18,975,000",2021
Bruno Caboclo,"$18,900,000",2021
Tyler Johnson,"$18,136,364",2021
Gary Clark,"$18,000,000",2021
Jacob Evans,"$18,000,000",2021
Spencer Hawes,"$18,000,000",2021
Dzanan Musa,"$18,000,000",2021
Kenrich Williams,"$17,850,000",2021
Theo Maledon,"$17,628,340",2021
Damyean Dotson,"$17,587,688",2021
Omari Spellman,"$17,150,000",2021
Quinn Cook,"$17,000,000",2021
Cameron Payne,"$16,875,000",2021
Mario Hezonja,"$16,869,267",2021
Udoka Azubuike,"$16,203,704",2021
Jaden McDaniels,"$16,071,429",2021
Malachi Flynn,"$16,047,100",2021
Desmond Bane,"$15,500,000",2021
Jontay Porter,"$15,415,730",2021
Raul Neto,"$15,365,853",2021
JaKarr Sampson,"$15,000,000",2021
Jahlil Okafor,"$15,000,000",2021
Larry Sanders,"$15,000,000",2021
Marquese Chriss,"$14,883,721",2021
David Nwaba,"$14,500,000",2021
Timothe Luwawu,"$14,375,000",2021
Georges Niang,"$14,286,000",2021
Rodions Kurucs,"$13,723,214",2021
Furkan Korkmaz,"$13,545,000",2021
Alfonzo McKinnie,"$13,535,714",2021
Damion Lee,"$13,500,000",2021
PJ Dozier,"$13,425,895",2021
